case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-103009,High Court,Sec 482 CrPC (Quashing),7,19,64,1,0,1,1,1,0,1,1,1,0.5386,1,149,1,1,1,1,1,1,1,0.5403,162,13.3444,44.49,1,1,1,908578.12,0.0967,1,11,0.1123,0.0452,3,1,1,0,0
NCRB-SYNTH-103015,High Court,Sec 439 CrPC (Regular Bail),1,16,24,1,1,1,1,1,0,1,1,1,0.6574,1,282,0,0,1,1,1,1,1,0.6679,392,6.8186,77.67,1,1,1,922036.26,0.1651,1,2,0.7848,0.7144,1,1,1,1,0
NCRB-SYNTH-103023,High Court,Sec 439 CrPC (Regular Bail),2,22,71,1,0,1,1,1,0,1,1,1,0.718,1,230,1,1,1,1,1,1,1,0.7047,311,13.6453,61.75,1,1,1,2457884.06,0.1587,1,12,0.1901,0.0741,4,1,1,1,1
NCRB-SYNTH-103028,High Court,Sec 439 CrPC (Regular Bail),1,16,77,0,0,1,1,1,0,1,1,1,0.7621,1,186,1,1,1,1,1,1,1,0.7362,239,11.0543,77.43,1,1,1,1751893.05,0.1716,1,42,0.1318,0.035,4,1,1,1,1
NCRB-SYNTH-103029,High Court,Sec 439 CrPC (Regular Bail),1,20,59,1,0,1,1,1,0,1,1,1,0.6661,1,135,1,1,1,1,1,1,1,0.8028,112,6.0684,69.74,1,1,1,1543371.23,0.0082,1,20,0.1987,0.0653,4,1,1,0,1
NCRB-SYNTH-103030,Supreme Court,Sec 482 CrPC (Quashing),1,13,50,1,1,1,1,1,0,1,1,1,0.5939,1,148,1,1,1,1,1,1,1,0.5923,134,4.2077,32.21,1,1,1,311974.31,0.0575,1,10,0.1452,0.0605,3,1,1,0,0
NCRB-SYNTH-103055,High Court,Sec 439 CrPC (Regular Bail),2,4,70,1,0,1,1,1,0,1,1,1,0.7587,1,200,0,0,1,1,1,1,1,0.5389,341,10.5881,62.06,1,1,1,1803543.55,0.1199,1,5,0.1409,0.0786,3,1,1,1,0
NCRB-SYNTH-103057,High Court,Sec 439 CrPC (Regular Bail),1,20,34,1,0,1,1,1,0,1,1,1,0.4629,1,148,1,1,1,1,1,1,1,0.8524,398,6.8067,25.11,1,1,1,1421544.94,0.1707,1,4,0.2414,0.15,3,1,1,1,0
NCRB-SYNTH-103063,Trial Court,Sec 482 CrPC (Quashing),1,6,37,1,1,1,1,1,0,1,1,1,0.8397,1,142,1,1,1,1,1,1,1,0.4862,231,8.088,64.56,1,1,1,1931309.83,0.1892,1,5,0.2336,0.1304,3,1,1,0,1
NCRB-SYNTH-103064,Trial Court,Sec 482 CrPC (Quashing),7,19,44,1,1,1,1,1,1,1,1,1,0.7055,1,175,1,1,1,1,1,1,1,0.5149,208,7.0322,82.66,1,1,1,1270048.81,0.1648,1,31,0.1846,0.0533,4,1,1,1,1
NCRB-SYNTH-103065,Trial Court,Sec 482 CrPC (Quashing),1,13,62,1,0,1,1,1,0,1,1,1,0.5857,1,268,1,1,1,1,1,1,1,0.6556,265,11.5734,81.66,1,1,1,1842663.51,0.0146,1,4,0.1651,0.1026,3,1,1,1,0
NCRB-SYNTH-103070,High Court,Sec 482 CrPC (Quashing),1,9,48,1,1,1,1,1,0,1,1,1,0.6234,1,128,0,0,1,1,1,1,1,0.6939,101,4.539,17.27,1,1,1,1602682.64,0.1958,1,9,0.1547,0.0672,3,1,1,0,0
NCRB-SYNTH-103072,High Court,Sec 439 CrPC (Regular Bail),2,17,68,0,0,1,1,1,0,1,1,1,0.8144,1,169,0,1,1,1,1,1,1,0.7582,423,11.0223,28.95,1,1,1,422401.4,0.1058,1,10,0.1573,0.0656,3,1,1,1,0
NCRB-SYNTH-103075,High Court,Writ Petition (Detention),4,16,74,1,0,1,1,1,0,1,1,1,0.7943,1,260,1,1,1,1,1,1,1,0.4972,353,4.0211,43.97,1,1,1,831573.21,0.0326,1,16,0.102,0.036,4,1,1,1,1
NCRB-SYNTH-103084,High Court,Sec 439 CrPC (Regular Bail),1,8,10,1,1,1,1,1,0,1,1,1,0.8886,1,133,1,1,1,1,1,1,1,0.7006,267,6.0422,48.83,1,1,1,1685643.2,0.0133,1,5,0.1556,0.0868,3,1,1,0,1
NCRB-SYNTH-103086,High Court,Writ Petition (Detention),1,16,54,1,0,1,1,1,0,1,1,1,0.6754,1,270,1,1,1,1,1,1,1,0.9747,178,11.0644,58.68,1,1,1,1981788.95,0.1028,1,9,0.2348,0.102,3,1,1,1,1
NCRB-SYNTH-103089,High Court,Sec 482 CrPC (Quashing),7,6,28,1,0,1,1,1,0,1,1,1,0.5061,1,149,1,1,1,1,1,1,1,0.767,270,6.5362,66.86,1,1,1,1846611.56,0.0004,1,2,0.8413,0.7658,1,1,1,1,0
NCRB-SYNTH-103096,High Court,Sec 482 CrPC (Quashing),1,15,57,1,0,1,1,1,0,1,1,1,0.6705,1,133,1,1,1,1,1,1,1,0.5564,393,13.55,77.22,1,1,1,873801.32,0.1444,1,4,0.2343,0.1456,3,1,1,0,1
NCRB-SYNTH-103109,High Court,Sec 482 CrPC (Quashing),1,11,58,0,0,1,1,1,0,1,1,1,0.8671,1,243,0,1,1,1,1,1,1,0.9246,239,12.7158,22.07,1,1,1,147515.71,0.0075,1,2,0.8927,0.8126,1,1,1,1,0
NCRB-SYNTH-103110,High Court,Sec 439 CrPC (Regular Bail),1,21,23,1,0,1,1,1,1,1,1,1,0.4948,1,292,1,0,1,1,1,1,1,0.6669,264,11.9922,23.81,1,1,1,2432571.05,0.0963,1,4,0.0602,0.0374,3,1,1,1,0
NCRB-SYNTH-103111,High Court,Sec 439 CrPC (Regular Bail),1,24,76,1,0,1,1,1,1,1,1,1,0.8087,1,112,1,1,1,1,1,1,1,0.5945,319,3.7997,88.47,1,1,1,1294334.63,0.1427,1,9,0.1828,0.0794,3,1,1,0,1
NCRB-SYNTH-103126,High Court,Sec 482 CrPC (Quashing),7,17,39,1,0,1,1,1,0,1,1,1,0.4557,1,244,1,0,1,1,1,1,1,0.7695,498,4.8269,28.29,1,1,1,2148163.7,0.0078,1,2,0.5733,0.5219,1,1,1,1,0
NCRB-SYNTH-103127,Supreme Court,Sec 439 CrPC (Regular Bail),1,14,74,1,0,1,1,1,1,1,1,1,0.7988,1,236,0,0,1,1,1,1,1,0.8122,346,10.501,71.05,1,1,1,362959.66,0.1877,1,7,0.2212,0.1064,3,1,1,1,0
NCRB-SYNTH-103136,Supreme Court,Sec 439 CrPC (Regular Bail),1,12,78,1,0,1,1,1,0,1,1,1,0.4028,1,185,1,1,1,1,1,1,1,0.6544,319,4.563,19.7,1,1,1,2170415.67,0.0506,1,2,0.6113,0.5564,1,1,1,1,0
NCRB-SYNTH-103143,Supreme Court,Sec 439 CrPC (Regular Bail),1,19,15,1,0,1,1,1,0,1,1,1,0.7229,1,293,0,0,1,1,1,1,1,0.4835,116,10.4067,48.84,1,1,1,249423.66,0.1899,1,2,0.8854,0.806,1,1,1,1,0
NCRB-SYNTH-103148,Supreme Court,Sec 439 CrPC (Regular Bail),15,12,55,1,0,1,1,1,0,1,1,1,0.5097,1,238,1,1,1,1,1,1,1,0.4811,476,8.3999,86.82,1,1,1,494444.37,0.0955,1,5,0.239,0.1334,3,1,1,1,0
NCRB-SYNTH-103151,High Court,Sec 439 CrPC (Regular Bail),21,23,51,1,0,1,1,1,0,1,1,1,0.6493,1,157,0,0,1,1,1,1,1,0.7016,117,12.575,77.74,1,1,1,605103.28,0.0124,1,23,0.141,0.0444,4,1,1,1,0
NCRB-SYNTH-103156,High Court,Sec 439 CrPC (Regular Bail),7,5,70,1,0,1,1,1,0,1,1,1,0.8074,1,252,1,1,1,1,1,1,1,0.5779,321,13.0605,42.07,1,1,1,838673.86,0.0853,1,6,0.1862,0.0957,3,1,1,1,1
NCRB-SYNTH-103171,High Court,Sec 482 CrPC (Quashing),2,7,40,1,0,1,1,1,0,1,1,1,0.4932,1,189,1,1,1,1,1,1,1,0.6228,325,8.8145,35.68,1,1,1,1320479.2,0.0359,1,7,0.0779,0.0374,3,1,1,1,0
NCRB-SYNTH-103177,High Court,Sec 482 CrPC (Quashing),2,14,35,1,1,1,1,1,1,1,1,1,0.463,1,243,0,0,1,1,1,1,1,0.7378,119,9.9999,86.75,1,1,1,1695369.36,0.1014,1,3,0.8532,0.6155,1,1,1,1,0
NCRB-SYNTH-103180,High Court,Sec 439 CrPC (Regular Bail),1,6,67,1,0,1,1,1,0,1,1,1,0.6663,1,167,1,1,1,1,1,1,1,0.7003,229,5.354,22.35,1,1,1,2121180.6,0.1087,1,7,0.1107,0.0532,3,1,1,1,1
NCRB-SYNTH-103201,High Court,Sec 439 CrPC (Regular Bail),7,9,42,1,0,1,1,1,0,1,1,1,0.7294,1,123,0,0,1,1,1,1,1,0.7158,151,7.6938,85.65,1,1,1,1955009.86,0.1552,1,11,0.2343,0.0943,3,1,1,0,0
NCRB-SYNTH-103205,Supreme Court,Sec 439 CrPC (Regular Bail),1,6,61,1,1,1,1,1,0,1,1,1,0.8291,1,145,1,1,1,1,1,1,1,0.4998,413,13.4285,79.94,1,1,1,1902323.13,0.1092,1,1,0.5572,0.8039,1,1,1,0,1
NCRB-SYNTH-103210,High Court,Sec 439 CrPC (Regular Bail),4,10,41,1,0,1,1,1,0,1,1,1,0.8026,1,193,1,0,1,1,1,1,1,0.6397,387,8.4081,70.0,1,1,1,2318749.45,0.1092,1,10,0.0801,0.0334,3,1,1,1,1
NCRB-SYNTH-103212,Supreme Court,Sec 482 CrPC (Quashing),1,24,63,1,0,1,1,1,1,1,1,1,0.9313,1,195,1,1,1,1,1,1,1,0.8357,146,11.9362,42.6,1,1,1,1716715.92,0.1702,1,1,0.9302,1.342,1,1,1,1,1
NCRB-SYNTH-103214,High Court,Sec 439 CrPC (Regular Bail),2,21,10,1,1,1,1,1,0,1,1,1,0.8784,1,142,1,0,1,1,1,1,1,0.8052,184,5.121,17.61,1,1,1,2236490.0,0.1664,1,39,0.1564,0.0424,4,1,1,0,1
NCRB-SYNTH-103232,High Court,Sec 439 CrPC (Regular Bail),1,7,14,1,0,1,1,1,0,1,1,1,0.7076,1,288,0,0,1,1,1,1,1,0.5233,434,9.3299,49.89,1,1,1,949693.08,0.0363,1,2,0.9378,0.8536,1,1,1,1,0
NCRB-SYNTH-103239,High Court,Sec 439 CrPC (Regular Bail),1,25,31,1,0,1,1,1,1,1,1,1,0.623,1,231,1,1,1,1,1,1,1,0.4274,451,10.7115,28.46,1,1,1,2438062.81,0.072,1,11,0.1825,0.0734,3,1,1,1,0
NCRB-SYNTH-103240,High Court,Sec 439 CrPC (Regular Bail),1,14,14,0,0,1,1,1,0,1,1,1,0.4215,1,212,1,1,1,1,1,1,1,0.659,313,13.9076,64.9,1,1,1,1831422.53,0.1842,1,1,0.6615,0.9543,1,1,1,1,0
NCRB-SYNTH-103244,High Court,Sec 482 CrPC (Quashing),1,20,17,1,0,1,1,1,0,1,1,1,0.5587,1,263,1,1,1,1,1,1,1,0.7349,485,12.2405,83.19,1,1,1,1496485.54,0.01,1,33,0.2559,0.0726,4,1,1,1,0
NCRB-SYNTH-103250,High Court,Sec 482 CrPC (Quashing),1,19,79,1,0,1,1,1,0,1,1,1,0.5609,1,261,1,1,1,1,1,1,1,0.7353,232,7.6046,45.82,1,1,1,1272107.85,0.0064,1,4,0.0736,0.0457,3,1,1,1,0
NCRB-SYNTH-103253,High Court,Trial Judgment,1,6,72,1,0,1,1,1,0,1,1,1,0.5704,1,212,1,1,1,1,1,1,1,0.7261,353,3.7173,87.38,1,1,1,1646633.46,0.157,1,3,0.4814,0.3473,1,1,1,1,0
NCRB-SYNTH-103257,High Court,Writ Petition (Detention),27,11,19,1,0,1,1,1,0,1,1,1,0.9269,1,241,1,1,1,1,1,1,1,0.442,112,13.2716,69.27,1,1,1,497702.67,0.1481,1,15,0.2872,0.1036,4,1,1,1,1
NCRB-SYNTH-103268,High Court,Sec 439 CrPC (Regular Bail),7,22,71,1,0,1,1,1,1,1,1,1,0.6625,1,199,1,1,1,1,1,1,1,0.8575,316,10.5052,37.05,1,1,1,1924530.42,0.0672,1,8,0.0837,0.0381,3,1,1,1,1
NCRB-SYNTH-103269,Supreme Court,Sec 439 CrPC (Regular Bail),2,10,49,1,0,1,1,1,0,1,1,1,0.6473,1,200,1,0,1,1,1,1,1,0.6423,338,4.0311,42.59,1,1,1,365426.95,0.0916,1,4,0.1729,0.1074,3,1,1,1,0
NCRB-SYNTH-103270,Trial Court,Sec 482 CrPC (Quashing),1,4,56,1,0,1,1,1,0,1,1,1,0.654,1,192,1,1,1,1,1,1,1,0.6569,357,4.9201,86.23,1,1,1,1752321.51,0.1919,1,2,0.8572,0.7802,1,1,1,1,1
NCRB-SYNTH-103297,High Court,Sec 439 CrPC (Regular Bail),1,8,65,1,0,1,1,1,0,1,1,1,0.9272,1,191,1,1,1,1,1,1,1,0.6194,288,3.5626,77.9,1,1,1,2146261.0,0.0332,1,1,0.8003,1.1546,1,1,1,1,1
NCRB-SYNTH-103303,Trial Court,Sec 439 CrPC (Regular Bail),1,9,37,1,1,1,1,1,0,1,1,1,0.4626,1,288,0,0,1,1,1,1,1,0.7107,191,3.9054,54.02,1,1,1,1330680.98,0.1537,1,9,0.1113,0.0484,3,1,1,1,0
NCRB-SYNTH-103312,Trial Court,Sec 439 CrPC (Regular Bail),4,11,65,1,0,1,1,1,0,1,1,1,0.9375,1,283,0,1,1,1,1,1,1,0.801,426,4.3478,66.7,1,1,1,1377538.35,0.0189,1,2,0.7452,0.6783,1,1,1,1,0
NCRB-SYNTH-103316,High Court,Sec 482 CrPC (Quashing),1,15,10,1,1,1,1,1,0,1,1,1,0.6207,1,256,0,0,1,1,1,1,1,0.7588,302,4.0915,20.34,1,1,1,978204.55,0.1634,1,41,0.268,0.0717,4,1,1,1,0
NCRB-SYNTH-103324,High Court,Sec 439 CrPC (Regular Bail),1,15,61,1,0,1,1,1,1,1,1,1,0.5385,1,150,1,1,1,1,1,1,1,0.7282,193,9.909,45.68,1,1,1,1103618.98,0.0062,1,2,0.8037,0.7315,1,1,1,0,0
NCRB-SYNTH-103330,Supreme Court,Sec 439 CrPC (Regular Bail),1,25,71,1,0,1,1,1,0,1,1,1,0.5378,1,295,1,1,1,1,1,1,1,0.714,230,3.9454,42.2,1,1,1,1840490.29,0.1185,1,7,0.2326,0.1119,3,1,1,1,0
NCRB-SYNTH-103331,High Court,Trial Judgment,1,19,51,1,0,1,1,1,0,1,1,1,0.5142,1,230,1,1,1,1,1,1,1,0.4956,355,4.0182,69.56,1,1,1,308614.44,0.1562,1,29,0.1345,0.0395,4,1,1,1,0
NCRB-SYNTH-103339,Supreme Court,Trial Judgment,2,12,56,1,0,1,1,1,1,1,1,1,0.5649,1,212,1,1,1,1,1,1,1,0.6518,173,11.5519,54.75,1,1,1,492622.39,0.1234,1,39,0.1624,0.044,4,1,1,0,0
NCRB-SYNTH-103340,High Court,Sec 439 CrPC (Regular Bail),2,18,46,1,0,1,1,1,0,1,1,1,0.6803,1,244,1,1,1,1,1,1,1,0.5539,221,13.8472,50.12,1,1,1,2329150.84,0.003,1,32,0.3167,0.0906,4,1,1,1,1
NCRB-SYNTH-103342,High Court,Sec 482 CrPC (Quashing),1,7,20,1,0,1,1,1,0,1,1,1,0.6064,1,196,1,1,1,1,1,1,1,0.6682,119,5.0768,66.54,1,1,1,2222445.16,0.1471,1,35,0.2669,0.0745,4,1,1,1,0
NCRB-SYNTH-103343,High Court,Writ Petition (Detention),4,4,76,0,0,1,1,1,1,1,1,1,0.9755,1,163,1,1,1,1,1,1,1,0.5651,374,10.0817,61.67,1,1,1,1660726.35,0.1732,1,7,0.2477,0.1191,3,1,1,1,1
NCRB-SYNTH-103357,High Court,Sec 439 CrPC (Regular Bail),4,3,38,1,0,1,1,1,0,1,1,1,0.8427,1,268,1,1,1,1,1,1,1,0.4829,173,11.8964,18.47,1,1,1,826037.26,0.1609,1,23,0.089,0.028,4,1,1,1,1
NCRB-SYNTH-103360,High Court,Sec 439 CrPC (Regular Bail),2,13,13,1,0,1,1,1,0,1,1,1,0.7602,1,139,1,1,1,1,1,1,1,0.8539,195,10.9967,83.96,1,1,1,567670.78,0.151,1,8,0.2337,0.1063,3,1,1,0,1
NCRB-SYNTH-103363,High Court,Sec 439 CrPC (Regular Bail),1,22,20,1,1,1,1,1,0,1,1,1,0.8717,1,187,0,0,1,1,1,1,1,0.7138,194,10.1686,40.43,1,1,1,2479569.89,0.0037,1,9,0.0836,0.0363,3,1,1,1,0
NCRB-SYNTH-103366,High Court,Sec 482 CrPC (Quashing),21,21,39,1,0,1,1,1,0,1,1,1,0.8485,1,245,1,1,1,1,1,1,1,0.8381,314,12.5689,40.67,1,1,1,483872.01,0.031,1,3,0.6679,0.4818,1,1,1,0,1
NCRB-SYNTH-103370,Trial Court,Sec 439 CrPC (Regular Bail),1,9,67,1,1,1,1,1,1,1,1,1,0.5043,1,207,1,1,1,1,1,1,1,0.7396,191,10.5719,85.86,1,1,1,1678652.92,0.0671,1,14,0.1365,0.0504,4,1,1,1,0
NCRB-SYNTH-103372,Trial Court,Sec 482 CrPC (Quashing),1,20,41,1,0,1,1,1,0,1,1,1,0.9516,1,121,1,1,1,1,1,1,1,0.673,126,11.4844,16.67,1,1,1,877144.98,0.1843,1,2,0.8175,0.7441,1,1,1,0,1
NCRB-SYNTH-103374,High Court,Sec 439 CrPC (Regular Bail),1,25,38,1,0,1,1,1,0,1,1,1,0.4,1,146,0,1,1,1,1,1,1,0.5583,198,3.8792,79.26,1,1,1,1980925.63,0.0336,1,27,0.1283,0.0385,4,1,1,0,0
NCRB-SYNTH-103380,Trial Court,Sec 482 CrPC (Quashing),1,9,52,1,0,1,1,1,0,1,1,1,0.415,1,155,1,1,1,1,1,1,1,0.9036,418,9.3544,16.16,1,1,1,1980676.57,0.037,1,6,0.0769,0.0395,3,1,1,0,0
NCRB-SYNTH-103388,High Court,Sec 439 CrPC (Regular Bail),4,8,48,1,0,1,1,1,0,1,1,1,0.842,1,180,1,1,1,1,1,1,1,0.6514,260,13.3153,47.42,1,1,1,1829355.86,0.1125,1,17,0.2968,0.1027,4,1,1,1,1
NCRB-SYNTH-103390,High Court,Sec 482 CrPC (Quashing),1,3,20,1,0,1,1,1,1,1,1,1,0.5858,1,172,1,1,1,1,1,1,1,0.569,115,13.5617,79.77,1,1,1,1416654.76,0.165,1,1,0.442,0.6377,1,1,1,1,0
NCRB-SYNTH-103400,High Court,Sec 439 CrPC (Regular Bail),1,22,36,1,0,1,1,1,0,1,1,1,0.9082,1,141,1,1,1,1,1,1,1,0.5817,365,10.5684,66.48,1,1,1,2173630.32,0.1093,1,33,0.2489,0.0706,4,1,1,0,1
NCRB-SYNTH-103416,High Court,Sec 482 CrPC (Quashing),2,8,33,1,0,1,1,1,0,1,1,1,0.766,1,145,0,0,1,1,1,1,1,0.6926,173,7.767,57.81,1,1,1,150425.06,0.0151,1,4,0.0558,0.0347,3,1,1,1,0
NCRB-SYNTH-103418,Supreme Court,Sec 439 CrPC (Regular Bail),1,20,46,1,1,1,1,1,1,1,1,1,0.677,1,250,1,1,1,1,1,1,1,0.7052,491,5.8814,46.58,1,1,1,1800048.71,0.0967,1,1,0.4798,0.6922,1,1,1,1,1
NCRB-SYNTH-103422,High Court,Sec 439 CrPC (Regular Bail),2,22,74,1,1,1,1,1,1,1,1,1,0.5297,1,132,1,1,1,1,1,1,1,0.4778,445,12.2437,74.66,1,1,1,510029.2,0.179,1,5,0.2139,0.1194,3,1,1,0,0
NCRB-SYNTH-103426,High Court,Sec 439 CrPC (Regular Bail),4,11,41,1,0,1,1,1,0,1,1,1,0.6573,1,115,1,1,1,1,1,1,1,0.6469,296,5.0692,28.07,1,1,1,270524.18,0.074,1,3,0.524,0.378,1,1,1,0,1
NCRB-SYNTH-103427,High Court,Sec 482 CrPC (Quashing),2,15,62,1,0,1,1,1,0,1,1,1,0.6393,1,285,1,1,1,1,1,1,1,0.5673,201,8.4378,60.66,1,1,1,1056224.79,0.129,1,6,0.0834,0.0429,3,1,1,0,0
NCRB-SYNTH-103428,High Court,Sec 482 CrPC (Quashing),1,14,10,1,1,1,1,1,0,1,1,1,0.5828,1,261,1,1,1,1,1,1,1,0.9055,204,7.0032,80.3,1,1,1,914971.85,0.1257,1,5,0.2122,0.1184,3,1,1,1,0
NCRB-SYNTH-103430,Supreme Court,Sec 439 CrPC (Regular Bail),1,20,65,1,1,1,1,1,0,1,1,1,0.6962,1,131,1,0,1,1,1,1,1,0.5724,146,11.8068,49.07,1,1,1,429455.86,0.0979,1,14,0.2501,0.0924,4,1,1,0,1
NCRB-SYNTH-103431,High Court,Sec 482 CrPC (Quashing),1,23,43,1,0,1,1,1,0,1,1,1,0.6706,1,230,1,1,1,1,1,1,1,0.7068,286,13.6712,28.89,1,1,1,895736.63,0.0744,1,11,0.0834,0.0336,3,1,1,1,1
NCRB-SYNTH-103438,High Court,Sec 482 CrPC (Quashing),1,12,38,0,0,1,1,1,0,1,1,1,0.4334,1,256,1,1,1,1,1,1,1,0.6957,284,6.9816,60.99,1,1,1,1162807.73,0.1005,1,8,0.0575,0.0262,3,1,1,1,0
NCRB-SYNTH-103446,High Court,Sec 439 CrPC (Regular Bail),4,16,15,1,0,1,1,1,0,1,1,1,0.8555,1,266,1,1,1,1,1,1,1,0.7858,173,7.48,53.16,1,1,1,1964933.92,0.0048,1,31,0.301,0.0869,4,1,1,1,1
NCRB-SYNTH-103449,High Court,Sec 439 CrPC (Regular Bail),1,9,66,1,1,1,1,1,1,1,1,1,0.8332,1,209,1,1,1,1,1,1,1,0.7236,447,13.7488,16.02,1,1,1,1209665.16,0.1445,1,44,0.2667,0.07,4,1,1,1,1
NCRB-SYNTH-103452,High Court,Writ Petition (Detention),45,8,23,1,0,1,1,1,0,1,1,1,0.369,1,161,1,1,1,1,1,1,1,0.6257,394,9.6559,29.22,1,1,1,128318.32,0.0432,1,11,0.1743,0.0701,3,1,1,1,0
NCRB-SYNTH-103453,Supreme Court,Sec 482 CrPC (Quashing),2,14,78,1,0,1,1,1,0,1,1,1,0.7739,1,170,0,0,1,1,1,1,1,0.4835,142,4.0491,53.62,1,1,1,1289533.09,0.0545,1,6,0.1926,0.099,3,1,1,0,0
NCRB-SYNTH-103458,Supreme Court,Sec 439 CrPC (Regular Bail),2,6,71,1,0,1,1,1,1,1,1,1,0.4731,1,150,0,0,1,1,1,1,1,0.593,313,3.9829,65.19,1,1,1,927635.17,0.1883,1,5,0.0623,0.0347,3,1,1,1,0
NCRB-SYNTH-103459,High Court,Sec 439 CrPC (Regular Bail),1,6,60,1,1,1,1,1,0,1,1,1,0.7491,1,249,1,1,1,1,1,1,1,0.6267,212,8.3327,78.25,1,1,1,701049.23,0.1376,1,8,0.226,0.1028,3,1,1,1,1
NCRB-SYNTH-103460,High Court,Writ Petition (Detention),1,15,22,1,1,1,1,1,1,1,1,1,0.7807,1,296,1,1,1,1,1,1,1,0.5272,280,10.209,55.89,1,1,1,942911.16,0.1646,1,1,0.8761,1.264,1,1,1,1,1
NCRB-SYNTH-103463,High Court,Sec 482 CrPC (Quashing),7,9,13,0,0,1,1,1,0,1,1,1,0.685,1,127,1,1,1,1,1,1,1,0.73,489,6.281,51.17,1,1,1,1818654.56,0.0746,1,3,0.6339,0.4573,1,1,1,1,1
NCRB-SYNTH-103464,High Court,Sec 439 CrPC (Regular Bail),1,25,47,1,1,1,1,1,0,1,1,1,0.5684,1,191,1,1,1,1,1,1,1,0.7083,328,8.9751,39.83,1,1,1,1026062.84,0.0878,1,2,0.4361,0.397,1,1,1,1,0
NCRB-SYNTH-103468,High Court,Sec 482 CrPC (Quashing),2,3,13,1,0,1,1,1,1,1,1,1,0.4512,1,251,1,1,1,1,1,1,1,0.6534,171,11.0611,35.26,1,1,1,563049.37,0.0409,1,9,0.0896,0.0389,3,1,1,1,0
NCRB-SYNTH-103473,High Court,Sec 439 CrPC (Regular Bail),2,14,39,1,0,1,1,1,0,1,1,1,0.8662,1,138,1,1,1,1,1,1,1,0.9018,441,9.8697,73.26,1,1,1,1954183.94,0.0637,1,3,0.4606,0.3322,1,1,1,1,1
NCRB-SYNTH-103474,High Court,Sec 439 CrPC (Regular Bail),7,22,63,0,1,1,1,1,0,1,1,1,0.8051,1,262,1,1,1,1,1,1,1,0.5781,492,13.7394,57.64,1,1,1,1906022.72,0.0753,1,10,0.1848,0.0771,3,1,1,1,1
NCRB-SYNTH-103482,High Court,Sec 439 CrPC (Regular Bail),1,25,74,1,1,1,1,1,0,1,1,1,0.8172,1,214,1,1,1,1,1,1,1,0.6562,490,7.1217,40.04,1,1,1,512175.43,0.0861,1,1,0.8341,1.2033,1,1,1,1,1
NCRB-SYNTH-103485,High Court,Sec 439 CrPC (Regular Bail),1,14,70,1,1,1,1,1,1,1,1,1,0.7687,1,195,1,1,1,1,1,1,1,0.705,372,7.9313,46.31,1,1,1,585606.18,0.006,1,5,0.0628,0.035,3,1,1,1,1
NCRB-SYNTH-103486,Supreme Court,Sec 482 CrPC (Quashing),4,14,58,1,0,1,1,1,0,1,1,1,0.5008,1,199,1,1,1,1,1,1,1,0.6806,476,8.1228,68.81,1,1,1,2205457.29,0.1502,1,8,0.0525,0.0239,3,1,1,1,0
NCRB-SYNTH-103492,High Court,Sec 482 CrPC (Quashing),15,24,40,1,0,1,1,1,0,1,1,1,0.7512,1,186,0,0,1,1,1,1,1,0.5413,348,7.8045,80.34,1,1,1,55050.0,0.1386,1,10,0.1481,0.0618,3,1,1,1,0
NCRB-SYNTH-103495,Supreme Court,Sec 439 CrPC (Regular Bail),45,15,51,1,0,1,1,1,0,1,1,1,0.6035,1,262,1,1,1,1,1,1,1,0.6104,496,11.2757,86.92,1,1,1,214440.95,0.1878,1,28,0.3009,0.0893,4,1,1,1,0
NCRB-SYNTH-103506,Trial Court,Sec 439 CrPC (Regular Bail),15,23,59,1,0,1,1,1,1,1,1,1,0.6668,1,148,1,0,1,1,1,1,1,0.6962,346,13.1421,16.45,1,1,1,54713.05,0.1378,1,3,0.8277,0.5971,1,1,1,1,1
NCRB-SYNTH-103539,High Court,Sec 482 CrPC (Quashing),7,24,32,1,0,1,1,1,1,1,1,1,0.7477,1,275,1,1,1,1,1,1,1,0.7403,469,7.4671,34.32,1,1,1,2109440.16,0.0106,1,3,0.4573,0.3299,1,1,1,1,1
NCRB-SYNTH-103550,Trial Court,Sec 482 CrPC (Quashing),21,12,69,1,1,1,1,1,0,1,1,1,0.7225,1,134,1,1,1,1,1,1,1,0.8446,148,7.9499,83.86,1,1,1,1974522.03,0.0483,1,4,0.2015,0.1252,3,1,1,1,1
NCRB-SYNTH-103553,High Court,Sec 482 CrPC (Quashing),45,21,41,1,0,1,1,1,1,1,1,1,0.3921,1,167,1,1,1,1,1,1,1,0.5928,398,12.4307,24.38,1,1,1,1505112.58,0.1008,1,31,0.2947,0.085,4,1,1,1,0
