case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66c,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-103480,High Court,Sec 482 CrPC (Quashing),7,19,13,1,0,1,1,1,0,1,1,1,1,0.7097,0,31,1,1,1,0,1,1,1,0.7423,94,7.8017,148.2,1,1,3984332.8,0.0952,0,1,2.07,5,3,3,1,1,1,1,0,12,0.1706,0.0665,4,1,1,0,1
NCRB-SYNTH-103487,Supreme Court,Sec 439 CrPC (Regular Bail),1,19,39,1,0,1,1,1,0,1,1,1,1,0.4495,1,108,1,1,1,1,0,1,1,0.6894,72,3.7622,217.62,1,1,1583741.83,0.1001,1,1,4.97,3,1,3,1,1,1,1,0,34,0.2486,0.0699,4,1,1,1,0
NCRB-SYNTH-103490,High Court,Sec 439 CrPC (Regular Bail),2,11,29,1,0,1,1,1,0,1,1,1,1,0.8892,1,75,0,0,1,1,1,1,1,0.8165,134,4.6903,176.12,1,1,3994469.36,0.101,0,1,16.56,2,4,10,1,1,1,1,0,9,0.2221,0.0965,5,1,1,0,0
NCRB-SYNTH-103508,High Court,Sec 439 CrPC (Regular Bail),4,5,17,1,0,1,1,1,0,1,1,1,1,0.7145,0,51,1,1,1,1,0,1,1,0.6996,132,4.9955,88.58,1,1,4296234.05,0.1967,1,1,1.82,2,1,6,1,1,1,1,0,45,0.2824,0.0738,4,1,1,0,1
NCRB-SYNTH-103518,High Court,Sec 439 CrPC (Regular Bail),1,10,36,1,0,1,1,1,1,1,1,1,1,0.7196,0,63,1,1,1,0,1,0,1,0.7298,133,6.4878,137.4,1,1,3886609.25,0.1538,0,1,1.72,4,3,5,1,1,1,1,0,14,0.1369,0.0506,4,1,1,0,1
NCRB-SYNTH-103522,Trial Court,Sec 439 CrPC (Regular Bail),21,8,34,1,0,1,1,1,0,1,1,1,1,0.8472,0,26,1,1,1,1,0,1,1,0.5952,116,4.8932,138.66,1,1,928143.26,0.139,1,1,2.23,5,2,3,1,1,1,1,0,1,0.6405,0.924,1,1,1,1,1
NCRB-SYNTH-103530,Trial Court,Sec 439 CrPC (Regular Bail),1,23,60,1,0,1,1,1,0,1,1,1,1,0.8837,1,80,1,1,1,1,0,1,1,0.4378,136,7.3969,188.22,1,1,3749259.19,0.1384,1,1,8.46,3,4,4,0,1,0,0,1,9,0.0928,0.0403,5,1,1,0,1
NCRB-SYNTH-103538,High Court,Writ Petition (Detention),4,8,75,1,0,1,1,1,1,1,1,1,1,0.532,1,153,1,1,1,1,1,0,1,0.6598,107,6.8269,167.19,1,1,950604.97,0.1536,1,1,7.13,3,3,7,0,1,1,1,0,11,0.0669,0.0269,5,1,1,1,0
NCRB-SYNTH-103548,High Court,Writ Petition (Detention),2,8,12,1,0,1,1,1,0,1,1,1,1,0.4989,1,42,1,1,1,0,1,1,1,0.628,102,6.1376,247.91,1,1,4100652.97,0.0722,1,1,3.83,3,1,9,1,1,1,1,0,11,0.0925,0.0372,3,1,1,0,0
NCRB-SYNTH-103554,High Court,Sec 439 CrPC (Regular Bail),2,4,52,1,0,1,1,1,1,1,1,1,1,0.867,1,84,1,1,1,1,0,1,1,0.4546,129,5.6954,53.1,1,1,3747389.25,0.0627,0,1,2.65,5,2,6,0,1,1,1,0,3,0.6807,0.491,1,1,1,0,1
NCRB-SYNTH-103558,High Court,Writ Petition (Detention),1,21,62,1,1,1,1,1,0,1,1,1,1,0.4861,0,32,1,1,1,1,1,0,1,0.7452,65,7.6827,171.67,1,1,3988736.05,0.0519,0,1,10.43,3,2,10,1,1,0,0,1,6,0.2334,0.12,5,1,1,0,0
NCRB-SYNTH-103560,Trial Court,Sec 439 CrPC (Regular Bail),15,15,36,0,0,1,1,1,0,1,1,1,1,0.3967,1,164,1,1,1,1,1,1,1,0.9552,98,4.3827,277.94,1,1,3200169.73,0.0604,1,1,15.81,3,4,10,1,1,1,1,0,31,0.1272,0.0367,4,1,1,0,0
NCRB-SYNTH-103564,High Court,Sec 439 CrPC (Regular Bail),1,13,73,1,0,1,1,1,0,1,1,1,1,0.411,1,16,1,1,1,1,1,1,1,0.5851,92,6.471,261.84,1,1,2908788.83,0.1057,0,1,7.01,5,1,8,1,1,1,1,0,27,0.1577,0.0473,4,1,1,1,0
NCRB-SYNTH-103565,Trial Court,Sec 482 CrPC (Quashing),1,20,11,1,0,1,1,1,1,1,1,1,1,0.5748,1,110,1,0,1,1,0,1,1,0.64,46,4.3111,81.15,1,1,375201.64,0.1955,1,1,6.48,1,1,10,1,1,1,1,0,4,0.1862,0.1157,5,1,1,0,0
NCRB-SYNTH-103572,Trial Court,Sec 439 CrPC (Regular Bail),1,12,66,1,0,1,1,1,0,1,1,1,1,0.6686,1,85,1,1,1,1,1,0,1,0.7152,72,6.0464,154.47,1,1,1552424.62,0.1533,1,1,28.72,1,4,4,1,1,1,1,0,8,0.2011,0.0915,5,1,1,1,1
NCRB-SYNTH-103576,Trial Court,Sec 439 CrPC (Regular Bail),1,6,96,1,0,1,1,1,1,1,1,1,1,0.93,1,103,1,0,1,1,1,0,1,0.7923,107,6.7967,56.6,1,1,4075595.4,0.0056,1,1,18.03,1,1,2,1,1,1,1,0,8,0.2007,0.0914,5,1,1,0,1
NCRB-SYNTH-103578,High Court,Writ Petition (Detention),1,5,33,1,0,1,1,1,0,1,1,1,1,0.4898,0,84,1,0,1,0,1,1,1,0.8215,78,3.9583,94.25,1,1,2717383.55,0.0897,0,1,6.86,2,4,4,1,1,1,1,0,11,0.2028,0.0816,5,1,1,0,0
NCRB-SYNTH-103580,Trial Court,Sec 439 CrPC (Regular Bail),15,18,42,1,0,1,1,1,0,1,1,1,1,0.6853,1,93,1,0,1,1,1,1,1,0.4832,93,4.4805,60.42,1,1,4170651.24,0.0542,0,1,1.32,2,4,4,1,1,1,1,0,24,0.1421,0.0441,4,1,1,1,1
NCRB-SYNTH-103581,High Court,Sec 439 CrPC (Regular Bail),1,23,46,1,0,1,1,1,1,1,1,1,1,0.6542,1,109,0,1,1,0,1,0,1,0.7313,131,5.3532,85.94,1,1,776503.63,0.0801,1,1,2.64,3,3,5,1,1,0,0,1,6,0.0543,0.0279,3,1,1,0,0
NCRB-SYNTH-103583,Trial Court,Sec 439 CrPC (Regular Bail),2,20,41,1,0,1,1,1,1,1,1,1,1,0.585,0,176,1,0,1,1,0,0,1,0.6254,41,5.592,261.77,1,1,374821.16,0.1188,1,1,10.9,2,2,6,1,1,1,1,0,14,0.1083,0.04,4,1,1,0,0
NCRB-SYNTH-103585,Trial Court,Sec 439 CrPC (Regular Bail),1,3,21,0,0,1,1,1,0,1,1,1,1,0.5428,1,160,1,1,1,1,1,1,1,0.6698,76,5.2645,124.87,1,1,4414413.02,0.1737,1,1,12.25,4,1,2,1,1,1,1,0,11,0.1111,0.0447,5,1,1,1,0
NCRB-SYNTH-103587,High Court,Trial Judgment,2,21,37,1,0,1,1,1,1,1,1,1,1,0.932,1,19,1,1,1,1,0,1,1,0.7902,108,7.7634,237.5,1,1,3749532.5,0.1368,1,1,8.34,2,3,4,1,1,1,1,0,8,0.1571,0.0715,5,1,1,0,1
NCRB-SYNTH-103595,High Court,Sec 439 CrPC (Regular Bail),4,13,41,0,0,1,1,1,1,1,1,1,1,0.7302,1,102,1,1,1,0,0,1,1,0.7029,123,4.0212,77.25,1,1,3224071.61,0.0896,0,1,12.06,2,3,5,1,1,1,1,0,10,0.223,0.093,5,1,1,0,1
NCRB-SYNTH-103599,Trial Court,Sec 482 CrPC (Quashing),2,16,37,1,0,1,1,1,0,1,1,1,1,0.5165,1,160,1,1,1,1,0,0,1,0.5853,97,7.4782,61.03,1,1,3429235.36,0.0353,0,1,10.67,3,2,10,1,1,1,1,0,3,0.6882,0.4964,1,1,1,1,0
NCRB-SYNTH-103613,Trial Court,Sec 439 CrPC (Regular Bail),1,9,91,1,0,1,1,1,0,1,1,1,1,0.7289,0,76,1,1,1,1,0,1,1,0.732,137,2.976,145.83,1,1,816995.09,0.1512,0,1,2.1,4,1,8,1,1,1,1,0,11,0.083,0.0334,3,1,1,0,1
NCRB-SYNTH-103615,High Court,Sec 439 CrPC (Regular Bail),1,7,62,1,0,1,1,1,1,1,1,1,1,0.6347,1,24,1,1,1,0,0,0,1,0.8687,84,6.0811,65.76,1,1,908245.67,0.18,1,1,13.79,3,3,8,0,1,1,1,0,28,0.174,0.0517,4,1,1,0,1
NCRB-SYNTH-103633,Trial Court,Sec 439 CrPC (Regular Bail),2,17,20,1,0,1,1,1,0,1,1,1,1,0.8533,1,70,0,0,1,0,1,1,1,0.663,92,7.4385,93.1,1,1,3811975.22,0.057,0,1,1.52,1,4,9,1,1,1,1,0,4,0.0911,0.0566,3,1,1,0,0
NCRB-SYNTH-103634,High Court,Sec 439 CrPC (Regular Bail),1,25,100,1,0,1,1,1,0,1,1,1,1,0.9724,1,82,0,0,1,1,1,0,1,0.6617,141,4.6971,273.42,1,1,907969.52,0.1594,1,1,7.65,2,2,2,1,1,1,1,0,3,0.9268,0.6685,1,1,1,0,0
NCRB-SYNTH-103636,Trial Court,Sec 482 CrPC (Quashing),1,6,66,1,0,1,1,1,1,1,1,1,1,0.4488,1,63,1,1,1,1,0,1,1,0.5628,149,6.659,115.36,1,1,1481917.14,0.0333,0,1,1.35,2,1,10,1,1,1,1,0,10,0.1105,0.0461,5,1,1,0,0
NCRB-SYNTH-103643,Trial Court,Sec 439 CrPC (Regular Bail),1,25,53,1,0,1,1,1,1,1,1,1,1,0.8195,1,32,1,1,1,1,0,1,1,0.851,132,2.929,59.61,1,1,906074.08,0.0509,0,1,13.98,2,1,10,1,1,0,0,1,7,0.112,0.0539,5,1,1,0,1
NCRB-SYNTH-103644,Trial Court,Sec 439 CrPC (Regular Bail),2,23,93,1,0,1,1,1,1,1,1,1,1,0.6032,1,56,1,1,1,1,1,0,1,0.6652,68,6.7412,214.9,1,1,974827.71,0.0456,1,1,1.78,2,3,9,1,1,0,0,1,4,0.1081,0.0672,3,1,1,0,1
NCRB-SYNTH-103647,High Court,Sec 439 CrPC (Regular Bail),2,13,20,1,0,1,1,1,1,1,1,1,1,0.9501,0,138,1,1,1,1,1,1,1,0.5459,56,3.1222,135.66,1,1,1466750.94,0.0258,0,1,2.14,2,3,6,0,1,1,1,0,7,0.0523,0.0251,3,1,1,0,1
NCRB-SYNTH-103648,High Court,Sec 439 CrPC (Regular Bail),7,25,85,1,0,1,1,1,0,1,1,1,1,0.7677,1,74,1,1,1,1,1,1,1,0.7829,88,5.8432,102.65,1,1,2616875.99,0.1935,0,1,5.35,5,1,2,0,1,1,1,0,8,0.0633,0.0288,3,1,1,0,1
NCRB-SYNTH-103652,Trial Court,Sec 439 CrPC (Regular Bail),2,24,51,1,0,1,1,1,0,1,1,1,1,0.7367,0,121,1,0,1,1,0,1,1,0.8009,84,6.5718,180.26,1,1,3179000.34,0.0292,0,1,4.34,2,2,4,1,1,1,1,0,43,0.1482,0.0392,4,1,1,0,1
NCRB-SYNTH-103658,High Court,Sec 439 CrPC (Regular Bail),1,10,76,1,0,1,1,1,1,1,1,1,1,0.4086,1,141,1,1,1,1,1,1,1,0.6555,149,4.8547,73.77,1,1,2268621.75,0.005,1,1,4.14,4,4,6,1,1,1,1,0,8,0.2263,0.103,5,1,1,1,0
NCRB-SYNTH-103661,High Court,Sec 439 CrPC (Regular Bail),4,3,45,1,0,1,1,1,0,1,1,1,1,0.9292,1,118,0,0,1,1,1,1,1,0.7146,113,7.5354,84.82,1,1,652868.17,0.1098,0,1,10.38,4,3,9,0,1,0,0,1,11,0.1111,0.0447,3,1,1,1,0
NCRB-SYNTH-103662,High Court,Sec 439 CrPC (Regular Bail),1,23,15,1,0,1,1,1,0,1,1,1,1,0.5199,0,36,1,1,1,0,1,0,1,0.5038,97,5.0658,124.97,1,1,791422.06,0.1292,1,1,13.84,2,4,9,1,1,1,1,0,43,0.2597,0.0686,4,1,1,0,0
NCRB-SYNTH-103666,Trial Court,Sec 439 CrPC (Regular Bail),1,18,95,1,0,1,1,1,0,1,1,1,1,0.7395,0,67,1,1,1,1,0,1,1,0.7443,75,5.8881,267.84,1,1,345411.6,0.1966,1,1,33.84,5,3,5,0,1,0,0,1,35,0.2116,0.0591,4,1,1,0,1
NCRB-SYNTH-103670,Trial Court,Trial Judgment,2,14,58,1,0,1,1,1,0,1,1,1,1,0.5602,0,27,1,0,1,1,1,0,1,0.6683,135,3.4542,176.33,1,1,2441263.54,0.1182,1,1,7.62,4,2,7,1,1,1,1,0,15,0.2397,0.0865,4,1,1,0,0
NCRB-SYNTH-103678,High Court,Sec 439 CrPC (Regular Bail),7,18,11,1,0,1,1,1,1,1,1,1,1,0.652,0,86,0,0,1,1,1,1,1,0.8805,77,6.8253,237.92,1,1,2178252.39,0.0358,1,1,17.38,4,3,6,0,1,0,0,1,43,0.2184,0.0577,4,1,1,1,0
NCRB-SYNTH-103680,Trial Court,Sec 482 CrPC (Quashing),2,21,98,1,0,1,1,1,0,1,1,1,1,0.9622,1,178,1,1,1,1,1,0,1,0.4929,89,7.5551,131.37,1,1,2205466.95,0.0744,1,1,7.84,4,4,6,1,1,1,1,0,1,0.4306,0.6212,1,1,1,0,1
NCRB-SYNTH-103688,Trial Court,Sec 439 CrPC (Regular Bail),1,6,40,1,0,1,1,1,0,1,1,1,1,0.6032,1,10,1,0,1,1,0,0,1,0.6805,112,7.7519,134.77,1,1,859802.86,0.0252,1,1,9.02,1,2,2,1,1,0,0,1,11,0.1136,0.0457,5,1,1,0,1
NCRB-SYNTH-103692,High Court,Sec 439 CrPC (Regular Bail),1,14,67,1,0,1,1,1,1,1,1,1,1,0.8147,1,118,1,1,1,1,1,0,1,0.6705,60,5.4133,260.35,1,1,2458308.66,0.0135,0,1,8.24,1,4,2,1,1,1,1,0,11,0.0841,0.0338,3,1,1,0,1
NCRB-SYNTH-103719,Trial Court,Sec 439 CrPC (Regular Bail),1,14,30,1,0,1,1,1,1,1,1,1,1,0.4882,0,165,1,1,1,1,0,0,1,0.5313,60,6.2181,145.79,1,1,4427110.88,0.0939,0,1,24.41,5,3,10,1,1,1,1,0,37,0.3134,0.0862,4,1,1,0,0
NCRB-SYNTH-103725,Trial Court,Sec 439 CrPC (Regular Bail),1,5,57,1,0,1,1,1,0,1,1,1,1,0.9062,1,77,1,1,1,1,1,0,1,0.5195,117,3.9595,198.43,1,1,3580823.4,0.1407,1,1,3.1,2,4,8,0,1,0,0,1,41,0.1394,0.0373,4,1,1,0,1
NCRB-SYNTH-103733,Trial Court,Sec 482 CrPC (Quashing),1,11,47,1,0,1,1,1,1,1,1,1,1,0.4667,1,87,1,0,1,1,1,1,1,0.8106,149,4.9891,72.85,1,1,2615760.91,0.1453,0,1,8.99,1,4,10,0,1,1,1,0,5,0.0767,0.0428,5,1,1,0,0
NCRB-SYNTH-103734,High Court,Writ Petition (Detention),2,24,21,1,0,1,1,1,0,1,1,1,1,0.8833,1,157,1,1,1,1,0,1,1,0.5098,140,3.1246,200.41,1,1,511723.96,0.1374,1,1,3.85,2,2,8,1,1,1,1,0,43,0.2536,0.067,4,1,1,0,1
NCRB-SYNTH-103736,Trial Court,Sec 439 CrPC (Regular Bail),4,10,31,1,0,1,1,1,0,1,1,1,1,0.6141,0,67,1,1,1,1,0,1,1,0.5909,54,5.5764,199.96,1,1,4134856.88,0.1752,1,1,10.34,2,4,7,1,1,0,0,1,10,0.1431,0.0597,5,1,1,0,1
NCRB-SYNTH-103748,High Court,Sec 439 CrPC (Regular Bail),1,23,94,1,0,1,1,1,0,1,1,1,1,0.8163,1,180,1,0,1,1,0,1,1,0.6633,94,3.8583,55.96,1,1,2567562.41,0.0327,1,1,5.16,2,2,8,0,1,0,0,1,29,0.3036,0.0893,4,1,1,0,1
NCRB-SYNTH-103749,High Court,Writ Petition (Detention),45,14,99,1,0,1,1,1,1,1,1,1,1,0.4933,1,95,0,0,1,1,1,1,1,0.5991,150,7.928,144.99,1,1,4194231.65,0.0432,1,1,5.34,5,2,5,1,1,1,1,0,37,0.2083,0.0573,4,1,1,0,0
NCRB-SYNTH-103759,High Court,Sec 439 CrPC (Regular Bail),2,23,57,0,0,1,1,1,0,1,1,1,1,0.7124,1,139,1,0,1,0,0,1,1,0.6895,88,7.9516,175.15,1,1,2954597.01,0.1867,1,1,2.57,2,1,10,0,1,1,1,0,9,0.0626,0.0272,5,1,1,0,1
NCRB-SYNTH-103763,Trial Court,Sec 439 CrPC (Regular Bail),1,6,33,1,0,1,1,1,0,1,1,1,1,0.4826,0,124,1,0,1,1,1,0,1,0.6881,43,3.9498,162.68,1,1,3624966.39,0.0891,1,1,6.54,4,3,6,1,1,1,1,0,34,0.1667,0.0469,4,1,1,1,0
NCRB-SYNTH-103765,Trial Court,Trial Judgment,1,20,42,1,0,1,1,1,0,1,1,1,1,0.5616,1,156,0,0,1,1,0,0,1,0.8011,49,6.8552,181.97,1,1,1686145.18,0.0361,0,1,11.5,2,2,8,0,1,1,1,0,3,0.7249,0.5229,1,1,1,0,0
NCRB-SYNTH-103768,High Court,Sec 482 CrPC (Quashing),4,5,62,0,0,1,1,1,1,1,1,1,1,0.6422,0,50,1,1,1,1,0,1,1,0.7682,96,7.1495,73.84,1,1,3805596.92,0.177,1,1,6.73,5,3,3,1,1,1,1,0,8,0.1507,0.0686,3,1,1,0,1
NCRB-SYNTH-103771,Trial Court,Writ Petition (Detention),1,14,19,1,0,1,1,1,1,1,1,1,1,0.6904,0,96,1,1,1,1,0,1,1,0.5385,50,3.4784,293.86,1,1,2633159.9,0.1617,1,1,30.61,5,4,3,1,1,1,1,0,11,0.0747,0.0301,3,1,1,0,1
NCRB-SYNTH-103781,High Court,Sec 439 CrPC (Regular Bail),21,21,61,1,0,1,1,1,0,1,1,1,1,0.5289,1,126,0,0,1,1,1,1,1,0.6163,97,4.939,226.04,1,1,1892726.51,0.1368,1,1,18.23,2,1,10,1,1,1,1,0,10,0.0933,0.0389,5,1,1,0,0
NCRB-SYNTH-103788,Trial Court,Sec 482 CrPC (Quashing),2,18,62,1,0,1,1,1,0,1,1,1,1,0.4359,1,104,1,1,1,1,0,0,1,0.8254,47,7.1475,177.25,1,1,1650579.99,0.0297,1,1,3.56,5,1,10,1,1,0,0,1,34,0.3186,0.0896,4,1,1,1,0
NCRB-SYNTH-103797,High Court,Trial Judgment,2,17,57,1,0,1,1,1,0,1,1,1,1,0.486,1,161,1,0,1,1,1,0,1,0.6342,45,7.1095,97.28,1,1,1807687.16,0.0062,1,1,7.73,1,3,7,1,1,1,1,0,3,0.8467,0.6108,1,1,1,1,0
NCRB-SYNTH-103807,Trial Court,Writ Petition (Detention),7,8,37,1,0,1,1,1,0,1,1,1,1,0.9243,1,181,1,1,1,0,1,1,1,0.8315,110,7.4495,179.68,1,1,2697664.75,0.1364,1,1,3.2,1,3,2,1,1,1,1,0,11,0.0677,0.0272,5,1,1,0,1
NCRB-SYNTH-103812,High Court,Sec 439 CrPC (Regular Bail),1,4,50,1,0,1,1,1,0,1,1,1,1,0.6734,1,70,1,1,1,1,1,1,1,0.3906,77,4.5403,196.68,1,1,627081.02,0.0851,0,1,25.51,2,4,8,1,1,1,1,0,31,0.1919,0.0554,4,1,1,0,1
NCRB-SYNTH-103817,Trial Court,Trial Judgment,21,15,58,0,0,1,1,1,0,1,1,1,1,0.8576,1,62,1,1,1,1,1,0,1,0.6817,92,4.8647,97.79,1,1,3369929.74,0.1382,1,1,1.91,5,1,5,0,1,1,1,0,35,0.137,0.0382,4,1,1,0,1
NCRB-SYNTH-103820,Trial Court,Sec 439 CrPC (Regular Bail),2,19,11,0,0,1,1,1,1,1,1,1,1,0.4519,1,77,0,0,1,1,1,1,1,0.5352,132,7.8788,226.65,1,1,2863299.52,0.0992,1,1,5.51,1,4,5,1,1,1,1,0,8,0.1949,0.0887,5,1,1,0,0
NCRB-SYNTH-103821,High Court,Writ Petition (Detention),2,8,33,1,0,1,1,1,0,1,1,1,1,0.7578,1,165,0,0,1,1,1,1,1,0.8361,130,3.7357,257.53,1,1,821540.04,0.0857,1,1,6.07,2,2,10,1,1,1,1,0,33,0.0906,0.0257,4,1,1,1,0
NCRB-SYNTH-103822,High Court,Sec 439 CrPC (Regular Bail),1,16,13,1,0,1,1,1,0,1,1,1,1,0.6343,1,116,1,1,1,1,1,1,1,0.7544,131,6.8422,79.57,1,1,1610642.13,0.0691,1,1,10.54,4,3,8,1,1,1,1,0,42,0.3179,0.0845,4,1,1,1,1
NCRB-SYNTH-103827,High Court,Sec 439 CrPC (Regular Bail),2,4,75,1,0,1,1,1,0,1,1,1,1,0.5034,1,125,1,0,1,1,1,0,1,0.7766,41,6.6569,95.61,1,1,2953322.88,0.1721,0,1,11.32,2,2,3,1,1,1,1,0,7,0.177,0.0851,5,1,1,0,0
NCRB-SYNTH-103828,High Court,Sec 482 CrPC (Quashing),1,16,82,0,0,1,1,1,0,1,1,1,1,0.5697,1,101,1,1,1,1,1,1,1,0.7496,47,4.8623,91.33,1,1,2298863.62,0.1034,0,1,30.84,2,3,6,1,1,0,0,1,1,0.8608,1.2418,1,1,1,1,0
NCRB-SYNTH-103831,High Court,Sec 439 CrPC (Regular Bail),4,21,92,1,0,1,1,1,1,1,1,1,1,0.7107,1,19,1,1,1,1,1,0,1,0.7152,93,7.0792,60.33,1,1,1473153.09,0.0002,0,1,13.62,1,2,7,1,1,1,1,0,10,0.1733,0.0723,5,1,1,0,1
NCRB-SYNTH-103834,Trial Court,Sec 439 CrPC (Regular Bail),15,23,59,1,0,1,1,1,1,1,1,1,1,0.5533,1,177,1,1,1,0,1,1,1,0.761,79,6.7808,73.01,1,1,4109753.45,0.0315,1,1,6.53,4,2,9,1,1,1,1,0,6,0.1408,0.0723,5,1,1,0,0
NCRB-SYNTH-103835,Trial Court,Sec 439 CrPC (Regular Bail),45,14,69,1,0,1,1,1,0,1,1,1,1,0.6303,1,119,1,0,1,0,1,0,1,0.77,127,2.9003,243.08,1,1,1851111.1,0.0996,1,1,40.52,3,3,5,1,1,0,0,1,6,0.0884,0.0455,3,1,1,0,1
NCRB-SYNTH-103841,High Court,Writ Petition (Detention),21,5,88,1,0,1,1,1,0,1,1,1,1,0.6781,1,49,1,0,1,0,0,1,1,0.8705,74,5.748,293.09,1,1,385937.41,0.0252,1,1,3.79,1,2,7,1,1,1,1,0,4,0.1013,0.063,5,1,1,1,1
NCRB-SYNTH-103843,Trial Court,Sec 482 CrPC (Quashing),1,12,99,1,0,1,1,1,1,1,1,1,1,0.7113,1,55,1,1,1,1,1,1,1,0.744,43,3.2734,164.57,1,1,363559.55,0.1169,1,1,4.8,1,3,2,1,1,1,1,0,31,0.1274,0.0368,4,1,1,1,1
NCRB-SYNTH-103844,High Court,Sec 482 CrPC (Quashing),1,10,83,1,0,1,1,1,0,1,1,1,1,0.6379,1,124,1,0,1,1,1,1,1,0.5546,94,4.4864,59.7,1,1,3529080.95,0.0487,1,1,37.85,5,2,8,1,1,1,1,0,7,0.125,0.0601,5,1,1,0,1
NCRB-SYNTH-103851,Trial Court,Sec 439 CrPC (Regular Bail),27,5,55,0,0,1,1,1,0,1,1,1,1,0.5447,0,30,1,1,1,1,1,1,1,0.5579,74,4.5593,191.11,1,1,1434416.29,0.1964,1,1,4.7,2,1,10,1,1,1,1,0,18,0.1959,0.0665,4,1,1,0,0
NCRB-SYNTH-103857,Trial Court,Sec 439 CrPC (Regular Bail),1,14,38,0,0,1,1,1,1,1,1,1,1,0.5219,1,149,0,0,1,1,1,1,1,0.5966,148,7.0105,58.6,1,1,332555.14,0.1069,1,1,7.56,4,2,10,1,1,1,1,0,28,0.3196,0.0949,4,1,1,0,0
NCRB-SYNTH-103859,Trial Court,Sec 439 CrPC (Regular Bail),1,10,73,1,0,1,1,1,0,1,1,1,1,0.4505,1,119,1,1,1,1,0,1,1,0.6844,98,4.4794,58.51,1,1,1828192.71,0.1043,0,1,1.55,1,2,2,1,1,1,1,0,13,0.2989,0.1133,4,1,1,0,0
NCRB-SYNTH-103863,High Court,Sec 439 CrPC (Regular Bail),1,13,49,1,0,1,1,1,0,1,1,1,1,0.8975,0,68,1,1,1,1,1,1,1,0.6667,40,3.9251,122.59,1,1,3120793.12,0.0865,1,1,1.99,2,1,10,0,1,1,1,0,10,0.1656,0.0691,5,1,1,0,1
NCRB-SYNTH-103866,High Court,Sec 482 CrPC (Quashing),1,18,35,1,0,1,1,1,1,1,1,1,1,0.7214,1,163,1,1,1,0,1,1,1,0.7389,84,3.7658,48.71,1,1,4140689.75,0.1813,0,1,14.42,4,1,9,1,1,1,1,0,4,0.2097,0.1303,3,1,1,0,1
NCRB-SYNTH-103867,Trial Court,Sec 439 CrPC (Regular Bail),1,16,58,1,0,1,1,1,1,1,1,1,1,0.5522,1,44,0,0,1,1,1,1,1,0.5739,131,5.3228,67.57,1,1,3147620.14,0.1813,1,1,3.93,5,2,8,0,1,1,1,0,7,0.1353,0.065,5,1,1,0,0
NCRB-SYNTH-103871,Trial Court,Sec 482 CrPC (Quashing),1,16,97,1,0,1,1,1,1,1,1,1,1,0.877,0,21,1,1,1,1,1,1,1,0.5969,137,4.5963,165.31,1,1,2156319.02,0.0784,1,1,12.91,1,3,7,0,1,1,1,0,24,0.2673,0.0831,4,1,1,1,1
NCRB-SYNTH-103876,High Court,Sec 482 CrPC (Quashing),2,19,76,0,0,1,1,1,1,1,1,1,1,0.9184,1,74,1,1,1,1,1,0,1,1.0,84,6.6894,124.39,1,1,2752366.37,0.1496,0,1,18.99,2,2,7,1,1,1,1,0,3,0.5661,0.4084,1,1,1,0,1
NCRB-SYNTH-103881,Trial Court,Sec 482 CrPC (Quashing),1,14,68,1,0,1,1,1,0,1,1,1,1,0.8739,1,41,1,1,1,1,1,1,1,0.6666,112,4.7328,221.03,1,1,2725490.0,0.0539,1,1,24.65,3,1,10,1,1,0,0,1,7,0.0895,0.043,5,1,1,1,1
NCRB-SYNTH-103890,High Court,Sec 482 CrPC (Quashing),1,9,32,0,0,1,1,1,0,1,1,1,1,0.6845,1,80,1,1,1,1,1,0,1,0.7394,124,6.264,130.6,1,1,827136.63,0.0484,0,1,12.49,2,3,3,1,1,1,1,0,7,0.1874,0.0901,3,1,1,0,1
NCRB-SYNTH-103892,High Court,Sec 439 CrPC (Regular Bail),2,18,79,1,0,1,1,1,0,1,1,1,1,0.396,1,88,1,1,1,1,0,1,1,0.5931,123,5.1709,173.36,1,1,617339.16,0.0549,0,1,29.62,1,4,3,1,1,1,1,0,8,0.1945,0.0885,3,1,1,0,0
