case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,linked_beneficiary_account_count,it_act_66,it_act_66c,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-101900,Trial Court,Writ Petition (Detention),2,3,69,1,0,1,1,1,1,1,1,1,0.5708,0,33,1,1,0.1062,8,1.0,35.3,1,1,1581994.32,0.3705,1,1,1,1,6.62,17,13,1,1,1,27,0.2704,0.0811,4,1,1,0,0
NCRB-SYNTH-101903,Trial Court,Sec 439 CrPC (Regular Bail),21,11,19,1,0,1,1,1,1,1,1,1,0.4795,0,90,1,1,0.0242,9,1.1643,150.45,1,1,1946174.29,0.4956,1,1,1,1,14.77,20,12,1,1,1,1,0.6833,0.9858,1,1,1,0,0
NCRB-SYNTH-101905,Trial Court,Sec 439 CrPC (Regular Bail),4,5,86,1,0,1,1,1,1,1,1,1,0.6846,0,153,0,0,0.0319,3,1.0326,80.4,1,1,8491509.8,0.31,1,1,1,1,4.0,24,8,1,1,1,2,0.9113,0.8295,1,1,1,1,1
NCRB-SYNTH-101916,Supreme Court,Sec 439 CrPC (Regular Bail),2,7,60,1,1,1,1,1,0,1,1,1,0.5579,1,79,1,1,0.1131,4,1.1847,154.06,1,1,5746014.98,0.359,1,1,1,1,6.13,18,12,1,1,1,26,0.2319,0.0704,4,1,1,0,0
NCRB-SYNTH-101925,High Court,Writ Petition (Detention),27,7,14,1,0,1,1,1,0,1,1,1,0.511,1,112,1,1,0.1211,6,1.0835,163.35,1,1,11574748.16,0.3318,1,1,1,1,7.65,17,12,1,1,1,2,0.8521,0.7756,1,1,1,0,0
NCRB-SYNTH-101936,High Court,Sec 439 CrPC (Regular Bail),2,20,64,1,0,1,1,1,0,1,1,1,0.7406,1,27,1,0,0.0543,3,1.0,137.38,1,1,10801961.13,0.1735,1,1,1,1,1.35,5,15,1,1,1,3,0.9489,0.6845,1,1,1,0,1
NCRB-SYNTH-101938,Trial Court,Sec 439 CrPC (Regular Bail),7,7,43,1,0,1,1,1,0,1,1,1,0.7042,0,58,1,1,0.0988,5,1.0,155.74,1,1,5826883.4,0.4945,1,1,1,1,9.86,23,6,1,1,1,26,0.2032,0.0616,4,1,1,0,1
NCRB-SYNTH-101943,High Court,Sec 482 CrPC (Quashing),7,24,36,1,0,1,1,1,0,1,1,1,0.696,1,70,1,1,0.0378,3,1.0745,137.04,1,1,11654925.84,0.9851,1,1,1,1,1.54,15,8,1,1,1,17,0.2765,0.0957,4,1,1,0,1
NCRB-SYNTH-101944,High Court,Sec 439 CrPC (Regular Bail),4,24,55,1,0,1,1,1,0,1,1,1,0.8551,1,48,0,0,0.073,8,1.0968,159.54,1,1,10504839.46,0.7286,1,1,1,1,9.29,5,6,1,1,1,2,0.8638,0.7863,1,1,1,0,1
NCRB-SYNTH-101945,High Court,Sec 439 CrPC (Regular Bail),7,8,30,0,0,1,1,1,1,1,1,1,0.4779,0,74,1,1,0.0716,7,1.164,127.65,1,1,12277319.84,0.9443,1,1,1,1,13.17,13,10,1,1,1,25,0.1958,0.0601,4,1,1,0,0
NCRB-SYNTH-101954,Trial Court,Sec 439 CrPC (Regular Bail),4,19,59,1,0,1,1,1,0,1,1,1,0.8857,1,74,1,1,0.0418,9,1.0249,64.0,1,1,4958669.43,0.8874,1,1,1,1,14.29,24,10,1,1,1,32,0.3104,0.0888,4,1,1,0,1
NCRB-SYNTH-101960,Supreme Court,Sec 482 CrPC (Quashing),2,15,11,1,0,1,1,1,0,1,1,1,0.7525,1,114,1,1,0.0007,5,1.149,65.61,1,1,1732999.54,0.9364,1,1,1,1,29.75,22,4,1,1,1,44,0.0955,0.0251,4,1,1,0,1
NCRB-SYNTH-101963,High Court,Sec 482 CrPC (Quashing),7,21,85,1,0,1,1,1,0,1,1,1,0.6321,0,47,1,1,0.0663,9,1.1091,160.66,1,1,2156692.78,0.5166,1,1,1,1,28.43,11,13,1,1,1,3,0.8948,0.6455,1,1,1,0,1
NCRB-SYNTH-101972,Trial Court,Sec 439 CrPC (Regular Bail),21,25,86,1,0,1,1,1,0,1,1,1,0.8939,0,150,1,1,0.0905,4,1.0431,122.87,1,1,9451201.67,0.3814,1,1,1,1,6.04,4,4,1,1,1,6,0.1295,0.0665,3,1,1,0,1
NCRB-SYNTH-101980,Trial Court,Sec 482 CrPC (Quashing),4,17,91,1,0,1,1,1,1,1,1,1,0.3989,1,113,1,1,0.0671,9,1.0,174.24,1,1,6367211.74,0.2596,1,1,1,1,5.55,7,14,1,1,1,5,0.1481,0.0826,3,1,1,0,0
NCRB-SYNTH-101982,High Court,Sec 482 CrPC (Quashing),45,8,5,1,1,1,1,1,0,1,1,1,0.5206,0,100,1,1,0.0822,7,1.0566,94.46,1,1,2156353.84,0.5298,1,1,1,1,8.91,23,15,1,1,1,35,0.1107,0.0309,4,1,1,0,0
NCRB-SYNTH-101987,Supreme Court,Sec 439 CrPC (Regular Bail),4,24,69,1,0,1,1,1,1,1,1,1,0.5569,1,38,1,1,0.0617,5,1.0655,143.3,1,1,7796018.92,0.8177,1,1,1,1,2.4,7,13,1,1,1,6,0.195,0.1002,3,1,1,0,0
NCRB-SYNTH-101990,High Court,Sec 439 CrPC (Regular Bail),4,19,55,1,0,1,1,1,0,1,1,1,0.491,1,111,1,1,0.0379,4,1.0847,72.54,1,1,1970597.18,0.556,1,1,1,1,5.24,11,3,1,1,1,1,0.4418,0.6374,1,1,1,0,0
NCRB-SYNTH-101991,High Court,Sec 439 CrPC (Regular Bail),7,16,73,1,0,1,1,1,1,1,1,1,0.8889,1,51,1,0,0.1058,8,1.1934,153.82,1,1,10080662.9,0.411,1,1,1,1,10.31,6,4,1,1,1,30,0.2895,0.0843,4,1,1,0,1
NCRB-SYNTH-101995,Trial Court,Sec 439 CrPC (Regular Bail),2,10,45,1,0,1,1,1,1,1,1,1,0.4825,1,46,1,1,0.0175,2,1.2621,84.54,1,1,14064580.85,0.9683,1,1,1,1,5.77,13,11,1,1,1,6,0.2235,0.1148,3,1,1,0,0
NCRB-SYNTH-102006,Trial Court,Sec 439 CrPC (Regular Bail),21,11,62,1,0,1,1,1,0,1,1,1,0.7094,1,36,0,0,0.0317,1,1.0,98.62,1,1,8322589.87,0.6736,1,1,1,1,18.79,5,7,1,1,1,17,0.1477,0.0511,4,1,1,0,1
NCRB-SYNTH-102008,High Court,Sec 439 CrPC (Regular Bail),15,5,72,1,1,1,1,1,1,1,1,1,0.9189,1,153,1,1,0.0207,5,1.3299,67.28,1,1,5158491.39,0.2178,1,1,1,1,1.59,9,5,1,1,1,17,0.2659,0.092,4,1,1,0,1
NCRB-SYNTH-102027,High Court,Trial Judgment,15,15,6,1,0,1,1,1,1,1,1,1,0.3911,1,113,0,0,0.0,7,1.0,125.01,1,1,3723455.69,0.5499,1,1,1,1,4.84,4,11,1,1,1,12,0.2067,0.0806,4,1,1,0,0
NCRB-SYNTH-102046,High Court,Sec 482 CrPC (Quashing),7,7,85,1,1,1,1,1,0,1,1,1,0.6494,1,102,1,1,0.1401,7,1.1192,177.35,1,1,12331831.41,0.2975,1,1,1,1,3.4,18,9,1,1,1,14,0.2358,0.0871,4,1,1,0,1
NCRB-SYNTH-102048,Trial Court,Sec 482 CrPC (Quashing),15,9,16,1,0,1,1,1,0,1,1,1,0.41,1,159,0,0,0.0655,1,1.1076,137.01,1,1,3240938.65,0.4834,1,1,1,1,29.09,19,9,1,1,1,41,0.3023,0.0809,4,1,1,0,0
NCRB-SYNTH-102055,Trial Court,Sec 482 CrPC (Quashing),7,11,26,1,0,1,1,1,1,1,1,1,0.9113,0,29,1,1,0.0557,4,1.0263,170.2,1,1,6249010.58,0.7614,1,1,1,1,1.3,4,6,1,1,1,15,0.277,0.0999,4,1,1,0,1
NCRB-SYNTH-102063,Trial Court,Sec 439 CrPC (Regular Bail),4,18,32,1,0,1,1,1,0,1,1,1,0.7966,1,49,0,0,0.1255,9,1.0547,69.44,1,1,7499499.27,0.6003,1,1,1,1,1.22,3,4,1,1,1,43,0.1837,0.0485,4,1,1,0,1
NCRB-SYNTH-102066,Supreme Court,Sec 439 CrPC (Regular Bail),21,21,32,1,0,1,1,1,0,1,1,1,0.877,1,33,1,1,0.1044,2,1.0493,168.33,1,1,14181615.75,0.6093,1,1,1,1,13.21,9,8,1,1,1,6,0.1103,0.0567,3,1,1,0,1
NCRB-SYNTH-102071,High Court,Sec 482 CrPC (Quashing),4,23,8,1,0,1,1,1,0,1,1,1,0.9172,0,67,1,1,0.1059,4,1.0,152.26,1,1,5393413.14,0.6778,1,1,1,1,8.94,19,9,1,1,1,23,0.0903,0.0284,4,1,1,0,1
NCRB-SYNTH-102080,Trial Court,Sec 439 CrPC (Regular Bail),4,10,17,1,0,1,1,1,1,1,1,1,0.4268,0,121,1,1,0.1136,2,1.1423,42.87,1,1,1262844.18,0.7852,1,1,1,1,13.17,25,7,1,1,1,8,0.1873,0.0852,3,1,1,0,0
NCRB-SYNTH-102089,Trial Court,Sec 482 CrPC (Quashing),2,16,65,1,0,1,1,1,0,1,1,1,0.6392,1,42,1,1,0.0761,3,1.0152,50.49,1,1,4890002.08,0.6201,1,1,1,1,1.75,9,14,1,1,1,34,0.2016,0.0567,4,1,1,0,1
NCRB-SYNTH-102091,Trial Court,Sec 439 CrPC (Regular Bail),21,6,30,1,0,1,1,1,1,1,1,1,0.8284,1,171,1,1,0.1002,3,1.2312,167.51,1,1,6187301.62,0.4763,1,1,1,1,3.13,14,3,1,1,1,6,0.1249,0.0642,3,1,1,0,1
NCRB-SYNTH-102096,High Court,Trial Judgment,2,22,10,0,0,1,1,1,0,1,1,1,0.8032,1,158,1,1,0.1042,8,1.0301,112.59,1,1,6296364.81,0.19,1,1,1,1,20.09,17,8,1,1,1,34,0.1407,0.0396,4,1,1,0,1
NCRB-SYNTH-102099,High Court,Sec 439 CrPC (Regular Bail),2,21,81,1,0,1,1,1,1,1,1,1,0.8408,1,155,1,1,0.0388,7,1.095,121.46,1,1,5036873.77,0.2092,1,1,1,1,20.79,25,5,1,1,1,5,0.0521,0.0291,3,1,1,0,1
NCRB-SYNTH-102105,Supreme Court,Writ Petition (Detention),2,17,31,1,0,1,1,1,0,1,1,1,0.5748,1,147,1,1,0.0844,9,1.1512,166.62,1,1,10777088.1,0.8624,1,1,1,1,5.89,20,3,1,1,1,11,0.1422,0.0572,3,1,1,0,0
NCRB-SYNTH-102121,High Court,Sec 482 CrPC (Quashing),4,21,86,1,0,1,1,1,0,1,1,1,0.8214,1,160,1,0,0.0609,4,1.1489,73.69,1,1,10106392.19,0.4374,1,1,1,1,2.47,24,14,1,1,1,2,0.8863,0.8068,1,1,1,1,1
NCRB-SYNTH-102135,Trial Court,Writ Petition (Detention),2,22,99,1,0,1,1,1,0,1,1,1,0.6442,1,82,1,1,0.0678,5,1.0,75.91,1,1,12905882.19,0.5148,1,1,1,1,3.73,8,5,1,1,1,2,0.4583,0.4171,1,1,1,0,1
NCRB-SYNTH-102138,High Court,Sec 439 CrPC (Regular Bail),7,21,87,1,0,1,1,1,0,1,1,1,0.4986,1,85,1,1,0.0924,2,1.0,92.89,1,1,14167456.52,0.6259,1,1,1,1,16.1,9,5,1,1,1,10,0.0513,0.0214,3,1,1,0,0
NCRB-SYNTH-102141,High Court,Sec 439 CrPC (Regular Bail),2,5,85,0,0,1,1,1,1,1,1,1,0.3868,1,16,1,1,0.0493,1,1.1646,136.71,1,1,7817314.95,0.3167,1,1,1,1,15.65,16,10,1,1,1,3,0.8818,0.6361,1,1,1,0,0
NCRB-SYNTH-102143,Trial Court,Trial Judgment,7,5,73,1,0,1,1,1,0,1,1,1,0.4211,1,27,1,1,0.1242,1,1.0635,79.03,1,1,2729017.71,0.8809,1,1,1,1,21.54,25,11,1,1,1,30,0.2715,0.0791,4,1,1,0,0
NCRB-SYNTH-102146,High Court,Sec 439 CrPC (Regular Bail),2,10,51,1,0,1,1,1,0,1,1,1,0.8477,1,157,1,1,0.0614,2,1.0634,136.86,1,1,11425412.93,0.7987,1,1,1,1,9.86,7,14,1,1,1,14,0.2027,0.0749,4,1,1,0,1
NCRB-SYNTH-102150,High Court,Sec 439 CrPC (Regular Bail),2,16,62,1,0,1,1,1,0,1,1,1,0.7638,1,92,1,1,0.0825,8,1.0915,110.76,1,1,7587529.25,0.3196,1,1,1,1,3.19,8,3,1,1,1,31,0.1254,0.0362,4,1,1,0,1
NCRB-SYNTH-102153,High Court,Sec 439 CrPC (Regular Bail),15,9,18,1,0,1,1,1,1,1,1,1,0.9275,1,35,1,1,0.0716,5,1.0814,100.2,1,1,4882197.4,0.2454,1,1,1,1,18.18,11,14,1,1,1,1,0.5627,0.8117,1,1,1,0,1
NCRB-SYNTH-102154,High Court,Sec 439 CrPC (Regular Bail),4,11,8,1,0,1,1,1,0,1,1,1,0.5657,1,56,1,1,0.1456,6,1.0,102.67,1,1,8684397.54,0.8518,1,1,1,1,10.95,17,8,1,1,1,17,0.2718,0.094,4,1,1,0,0
NCRB-SYNTH-102160,High Court,Sec 482 CrPC (Quashing),2,18,38,1,0,1,1,1,0,1,1,1,0.853,1,40,1,1,0.0199,2,1.019,155.19,1,1,7026826.72,0.6004,1,1,1,1,14.68,6,6,1,1,1,2,0.7405,0.674,1,1,1,0,1
NCRB-SYNTH-102164,High Court,Sec 439 CrPC (Regular Bail),27,9,95,1,0,1,1,1,0,1,1,1,0.7257,1,24,0,0,0.0627,5,1.2395,130.71,1,1,6996735.11,0.4877,1,1,1,1,2.33,14,3,1,1,1,24,0.2326,0.0723,4,1,1,0,1
NCRB-SYNTH-102176,Trial Court,Sec 439 CrPC (Regular Bail),2,20,24,1,0,1,1,1,0,1,1,1,0.9061,1,51,1,1,0.1237,1,1.1955,125.34,1,1,14408774.36,0.4877,1,1,1,1,16.89,9,8,1,1,1,5,0.0816,0.0455,3,1,1,1,1
NCRB-SYNTH-102188,Trial Court,Sec 439 CrPC (Regular Bail),2,10,23,1,0,1,1,1,0,1,1,1,0.8664,1,54,1,1,0.055,7,1.0647,147.8,1,1,13963124.11,0.819,1,1,1,1,11.34,10,11,1,1,1,11,0.197,0.0793,3,1,1,0,1
NCRB-SYNTH-102189,Trial Court,Sec 482 CrPC (Quashing),4,15,5,1,0,1,1,1,0,1,1,1,0.575,1,117,1,1,0.0252,7,1.193,128.32,1,1,1285742.23,0.7607,1,1,1,1,42.61,7,15,1,1,1,37,0.2747,0.0755,4,1,1,0,0
NCRB-SYNTH-102205,High Court,Sec 482 CrPC (Quashing),1,24,84,1,0,1,1,1,1,1,1,1,0.6415,1,135,1,0,0.0768,1,1.0042,107.37,1,1,683857.41,0.6609,1,1,1,1,1.51,23,3,1,1,1,10,0.1804,0.0752,3,1,1,0,1
NCRB-SYNTH-102211,High Court,Sec 482 CrPC (Quashing),2,19,81,1,0,1,1,1,0,1,1,1,0.8024,1,86,1,1,0.1061,2,1.2436,125.2,1,1,1051532.96,0.9646,1,1,1,1,14.49,13,13,1,1,1,2,0.6471,0.589,1,1,1,0,1
NCRB-SYNTH-102212,High Court,Writ Petition (Detention),15,16,37,1,0,1,1,1,1,1,1,1,0.6417,1,46,1,1,0.1073,1,1.2652,168.77,1,1,14928096.76,0.662,1,1,1,1,28.09,3,4,1,1,1,8,0.0936,0.0426,3,1,1,0,1
NCRB-SYNTH-102215,High Court,Trial Judgment,2,25,7,1,0,1,1,1,1,1,1,1,0.4572,0,67,0,0,0.0757,7,1.0566,98.42,1,1,14769642.36,0.9089,1,1,1,1,4.9,21,12,1,1,1,2,0.441,0.4014,1,1,1,1,0
NCRB-SYNTH-102217,Trial Court,Sec 439 CrPC (Regular Bail),2,4,83,1,0,1,1,1,0,1,1,1,0.7184,1,84,1,1,0.0613,3,1.1318,51.17,1,1,8903381.68,0.7901,1,1,1,1,7.47,16,4,1,1,1,21,0.2331,0.0754,4,1,1,0,1
NCRB-SYNTH-102221,High Court,Sec 439 CrPC (Regular Bail),15,17,20,0,0,1,1,1,0,1,1,1,0.5514,1,87,1,0,0.0,6,1.2559,76.73,1,1,11258638.88,0.8379,1,1,1,1,15.43,12,4,1,1,1,16,0.2633,0.0929,4,1,1,0,0
NCRB-SYNTH-102231,High Court,Sec 439 CrPC (Regular Bail),4,3,82,1,0,1,1,1,1,1,1,1,0.9394,1,29,0,0,0.1428,1,1.3193,138.1,1,1,12229383.13,0.5642,1,1,1,1,47.4,15,4,1,1,1,17,0.1634,0.0565,4,1,1,0,1
NCRB-SYNTH-102241,Trial Court,Sec 439 CrPC (Regular Bail),2,16,5,1,0,1,1,1,1,1,1,1,0.4936,1,100,1,1,0.0938,8,1.0,35.79,1,1,9587095.86,0.2186,1,1,1,1,2.69,22,3,1,1,1,2,0.4686,0.4265,1,1,1,0,0
NCRB-SYNTH-102248,Trial Court,Trial Judgment,4,16,41,1,0,1,1,1,0,1,1,1,0.7644,1,57,1,1,0.0076,5,1.0,112.8,1,1,7887614.04,0.2836,1,1,1,1,6.91,6,9,1,1,1,3,0.6068,0.4377,1,1,1,0,1
NCRB-SYNTH-102254,Supreme Court,Sec 439 CrPC (Regular Bail),1,14,33,1,0,1,1,1,1,1,1,1,0.5085,1,18,1,1,0.0134,9,1.267,127.84,1,1,11674838.21,0.3758,1,1,1,1,19.4,7,3,1,1,1,16,0.2903,0.1025,4,1,1,1,0
NCRB-SYNTH-102261,High Court,Sec 439 CrPC (Regular Bail),4,15,5,1,0,1,1,1,0,1,1,1,0.7034,1,74,1,1,0.0617,5,1.1072,90.02,1,1,11495501.09,0.3313,1,1,1,1,8.56,12,7,1,1,1,1,0.4683,0.6756,1,1,1,0,1
NCRB-SYNTH-102268,Trial Court,Sec 439 CrPC (Regular Bail),4,23,92,1,0,1,1,1,0,1,1,1,0.6534,1,28,0,1,0.0,6,1.1059,137.62,1,1,11429598.78,0.2626,1,1,1,1,31.0,9,11,1,1,1,1,0.6582,0.9496,1,1,1,0,1
NCRB-SYNTH-102277,Supreme Court,Sec 439 CrPC (Regular Bail),27,25,14,1,0,1,1,1,1,1,1,1,0.6872,1,134,1,1,0.0567,1,1.0557,97.36,1,1,12596711.45,0.5605,1,1,1,1,16.62,13,3,1,1,1,17,0.1135,0.0393,4,1,1,0,1
NCRB-SYNTH-102301,High Court,Sec 439 CrPC (Regular Bail),2,15,55,1,0,1,1,1,1,1,1,1,0.666,1,170,1,1,0.0045,4,1.0974,64.33,1,1,4599796.5,0.8872,1,1,1,1,26.79,5,4,1,1,1,10,0.1971,0.0822,3,1,1,1,1
NCRB-SYNTH-102314,Trial Court,Trial Judgment,7,4,89,1,0,1,1,1,0,1,1,1,0.7828,1,18,1,1,0.1828,2,1.1584,131.34,1,1,4615006.62,0.2262,1,1,1,1,31.04,8,5,1,1,1,5,0.078,0.0435,3,1,1,0,1
NCRB-SYNTH-102322,Trial Court,Writ Petition (Detention),2,9,28,1,0,1,1,1,0,1,1,1,0.8539,1,49,1,1,0.0411,4,1.1992,116.34,1,1,14281310.65,0.68,1,1,1,1,13.62,16,12,1,1,1,11,0.0515,0.0207,3,1,1,0,1
NCRB-SYNTH-102325,Trial Court,Sec 482 CrPC (Quashing),4,8,79,1,0,1,1,1,0,1,1,1,0.4952,1,96,0,0,0.024,4,1.0,97.49,1,1,14056655.68,0.7007,1,1,1,1,15.98,20,5,1,1,1,2,0.6257,0.5695,1,1,1,0,0
NCRB-SYNTH-102327,High Court,Sec 482 CrPC (Quashing),2,5,69,0,0,1,1,1,0,1,1,1,0.5205,1,162,1,1,0.0355,9,1.0502,153.03,1,1,14462174.45,0.4529,1,1,1,1,6.28,11,15,1,1,1,21,0.123,0.0398,4,1,1,0,0
NCRB-SYNTH-102341,High Court,Sec 439 CrPC (Regular Bail),4,4,25,1,0,1,1,1,1,1,1,1,0.9717,1,154,0,1,0.0454,3,1.1989,105.31,1,1,1535628.47,0.8377,1,1,1,1,9.35,16,9,1,1,1,10,0.1573,0.0656,3,1,1,0,1
NCRB-SYNTH-102355,Trial Court,Sec 439 CrPC (Regular Bail),4,18,33,1,0,1,1,1,0,1,1,1,0.8313,0,172,1,0,0.0,5,1.0002,112.94,1,1,8633179.38,0.1748,1,1,1,1,3.1,15,7,1,1,1,15,0.243,0.0876,4,1,1,0,1
NCRB-SYNTH-102370,High Court,Sec 482 CrPC (Quashing),27,7,29,1,0,1,1,1,0,1,1,1,0.8229,0,171,1,1,0.0657,3,1.0565,43.1,1,1,3603575.56,0.4084,1,1,1,1,24.26,11,11,1,1,1,31,0.1618,0.0467,4,1,1,0,1
NCRB-SYNTH-102372,Trial Court,Sec 439 CrPC (Regular Bail),21,22,86,1,0,1,1,1,1,1,1,1,0.6966,1,93,1,1,0.0786,8,1.0,45.16,1,1,7323399.85,0.9129,1,1,1,1,1.19,14,11,1,1,1,32,0.2175,0.0622,4,1,1,0,1
NCRB-SYNTH-102378,Trial Court,Sec 482 CrPC (Quashing),4,9,98,1,0,1,1,1,1,1,1,1,0.7365,1,172,1,1,0.0596,5,1.0,31.59,1,1,12518388.96,0.6824,1,1,1,1,3.68,23,11,1,1,1,27,0.1879,0.0564,4,1,1,0,1
NCRB-SYNTH-102380,High Court,Sec 439 CrPC (Regular Bail),2,15,79,1,0,1,1,1,0,1,1,1,0.9145,1,107,1,0,0.0376,3,1.1242,175.66,1,1,7503901.16,0.328,1,1,1,1,12.15,17,5,1,1,1,44,0.1863,0.0489,4,1,1,0,1
NCRB-SYNTH-102381,Trial Court,Sec 482 CrPC (Quashing),4,8,92,1,0,1,1,1,0,1,1,1,0.6665,1,135,1,1,0.1183,6,1.0372,142.72,1,1,14505119.5,0.7224,1,1,1,1,3.14,4,12,1,1,1,29,0.0832,0.0245,4,1,1,0,1
NCRB-SYNTH-102389,High Court,Sec 439 CrPC (Regular Bail),7,14,7,1,0,1,1,1,0,1,1,1,0.7798,1,123,1,1,0.0913,1,1.1674,95.92,1,1,6236982.89,0.3973,1,1,1,1,1.85,11,8,1,1,1,29,0.262,0.077,4,1,1,1,1
NCRB-SYNTH-102423,Supreme Court,Sec 439 CrPC (Regular Bail),1,15,84,1,0,1,1,1,0,1,1,1,0.7844,1,178,1,1,0.0465,9,1.0524,84.03,1,1,545083.37,0.2204,1,1,1,1,10.25,23,8,1,1,1,15,0.1559,0.0562,4,1,1,1,1
NCRB-SYNTH-102432,Trial Court,Sec 439 CrPC (Regular Bail),4,22,76,1,0,1,1,1,0,1,1,1,0.698,1,124,1,0,0.0992,1,1.0946,94.26,1,1,4953797.41,0.2661,1,1,1,1,24.86,24,11,1,1,1,33,0.2271,0.0644,4,1,1,0,1
NCRB-SYNTH-102443,Trial Court,Sec 482 CrPC (Quashing),1,3,68,1,0,1,1,1,0,1,1,1,0.8957,1,103,1,0,0.1169,6,1.0,119.01,1,1,3188097.02,0.9148,1,1,1,1,19.84,14,11,1,1,1,3,0.7254,0.5232,1,1,1,0,1
NCRB-SYNTH-102444,Trial Court,Sec 439 CrPC (Regular Bail),2,15,8,1,0,1,1,1,1,1,1,1,0.5392,1,170,1,1,0.0102,2,1.2835,56.54,1,1,13214755.85,0.5407,1,1,1,1,13.67,22,7,1,1,1,6,0.1415,0.0727,3,1,1,0,0
NCRB-SYNTH-102474,High Court,Sec 439 CrPC (Regular Bail),1,3,54,1,0,1,1,1,1,1,1,1,0.893,1,131,1,0,0.1297,4,1.0,152.71,1,1,2361612.93,0.2054,1,1,1,1,18.66,12,3,1,1,1,11,0.165,0.0664,3,1,1,0,1
NCRB-SYNTH-102478,High Court,Sec 439 CrPC (Regular Bail),27,18,7,1,0,1,1,1,0,1,1,1,0.7344,1,47,0,0,0.1009,7,1.158,58.37,1,1,10088691.17,0.6407,1,1,1,1,13.72,24,11,1,1,1,28,0.2876,0.0854,4,1,1,1,1
NCRB-SYNTH-102480,High Court,Sec 439 CrPC (Regular Bail),2,15,27,1,0,1,1,1,0,1,1,1,0.6315,0,76,1,0,0.0386,3,1.0695,60.43,1,1,7187686.62,0.1571,1,1,1,1,6.33,20,15,1,1,1,3,0.714,0.515,1,1,1,0,1
NCRB-SYNTH-102493,High Court,Sec 439 CrPC (Regular Bail),2,9,39,1,1,1,1,1,0,1,1,1,0.6639,1,62,1,0,0.0255,6,1.0499,101.16,1,1,4785591.43,0.7484,1,1,1,1,34.99,4,6,1,1,1,2,0.6178,0.5623,1,1,1,0,1
NCRB-SYNTH-102501,Trial Court,Trial Judgment,27,10,94,1,0,1,1,1,0,1,1,1,0.7402,1,67,1,1,0.1123,6,1.2124,31.4,1,1,11287184.78,0.8326,1,1,1,1,8.48,3,9,1,1,1,2,0.8999,0.8191,1,1,1,0,1
NCRB-SYNTH-102502,Trial Court,Sec 439 CrPC (Regular Bail),4,11,39,1,0,1,1,1,0,1,1,1,0.6605,1,68,0,1,0.164,3,1.1403,39.89,1,1,2138760.17,0.9662,1,1,1,1,32.43,10,14,1,1,1,33,0.2366,0.0671,4,1,1,1,1
NCRB-SYNTH-102509,Trial Court,Trial Judgment,7,10,29,1,0,1,1,1,0,1,1,1,0.857,1,118,1,1,0.0747,4,1.1744,85.81,1,1,11583139.74,0.4381,1,1,1,1,8.0,8,10,1,1,1,37,0.2489,0.0684,4,1,1,0,1
NCRB-SYNTH-102520,High Court,Sec 439 CrPC (Regular Bail),2,12,71,1,0,1,1,1,0,1,1,1,0.6757,1,37,1,1,0.0079,3,1.0,147.55,1,1,8951885.19,0.2039,1,1,1,1,10.57,19,7,1,1,1,8,0.2247,0.1022,3,1,1,0,1
NCRB-SYNTH-102525,Trial Court,Sec 439 CrPC (Regular Bail),4,21,51,1,1,1,1,1,1,1,1,1,0.4994,0,104,0,0,0.088,2,1.051,86.87,1,1,6977743.88,0.422,1,1,1,1,1.78,3,4,1,1,1,27,0.1051,0.0315,4,1,1,0,0
NCRB-SYNTH-102532,High Court,Sec 439 CrPC (Regular Bail),1,19,59,0,0,1,1,1,0,1,1,1,0.467,1,168,1,1,0.0327,2,1.1375,121.49,1,1,8539349.17,0.5333,1,1,1,1,10.1,5,5,1,1,1,8,0.2074,0.0944,3,1,1,0,0
NCRB-SYNTH-102535,High Court,Sec 482 CrPC (Quashing),4,11,96,0,0,1,1,1,0,1,1,1,0.8069,1,55,1,1,0.0937,9,1.0568,170.49,1,1,12136297.4,0.888,1,1,1,1,11.58,13,5,1,1,1,9,0.2045,0.0888,3,1,1,0,1
NCRB-SYNTH-102536,Trial Court,Trial Judgment,4,16,47,1,0,1,1,1,0,1,1,1,0.521,1,113,0,0,0.0074,6,1.1306,68.37,1,1,5523551.57,0.5372,1,1,1,1,1.5,23,11,1,1,1,2,0.9369,0.8528,1,1,1,0,0
NCRB-SYNTH-102537,High Court,Sec 439 CrPC (Regular Bail),4,4,6,1,0,1,1,1,0,1,1,1,0.8442,1,150,1,1,0.0896,9,1.096,63.93,1,1,11173706.76,0.3105,1,1,1,1,8.34,24,14,1,1,1,9,0.0964,0.0419,3,1,1,0,1
