case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_411,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-102566,High Court,Sec 482 CrPC (Quashing),15,1,1,0,1,1,0,1,1,1,1,0,0.4578,1,127,0,0,0.0606,8,1.1512,155.44,1,35437.24,0.033,0,0,1,1,4,0.0656,0.0408,2,1,0
NCRB-SYNTH-102567,Trial Court,Writ Petition (Detention),2,2,2,0,1,1,1,0,1,1,1,1,0.719,0,55,0,0,0.0427,8,1.0,38.05,0,126180.79,0.1264,1,1,0,1,3,0.098,0.0707,2,1,1
NCRB-SYNTH-102568,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,0,1,1,1,1,1,0.8487,0,127,1,1,0.0,8,1.2583,169.24,1,53250.84,0.1858,1,1,0,1,3,0.096,0.0693,2,1,1
NCRB-SYNTH-102573,Trial Court,Trial Judgment,21,3,2,0,1,1,1,1,1,1,1,1,0.5632,1,115,0,1,0.1133,7,1.0,140.32,0,139391.39,0.1388,1,1,0,1,7,0.1649,0.0793,5,1,0
NCRB-SYNTH-102575,High Court,Writ Petition (Detention),15,2,2,0,1,1,0,0,1,1,1,1,0.5842,1,151,1,1,0.0934,6,1.0463,113.58,1,129973.56,0.1613,0,0,1,0,35,0.0836,0.0233,4,1,0
NCRB-SYNTH-102589,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,1,0,1,1,1,1,0.6725,0,144,1,1,0.0448,4,1.0,104.49,0,28858.38,0.0466,1,1,0,1,22,0.1501,0.0479,4,1,0
NCRB-SYNTH-102597,High Court,Sec 482 CrPC (Quashing),1,4,1,0,1,1,0,0,1,1,1,1,0.766,1,30,1,0,0.0,4,1.18,168.15,0,146927.39,0.0971,1,1,0,0,4,0.0182,0.0113,2,1,1
NCRB-SYNTH-102599,Trial Court,Writ Petition (Detention),7,5,1,0,1,1,0,0,1,1,1,1,0.5806,1,52,1,1,0.033,9,1.1635,108.36,0,143767.79,0.0242,1,1,0,1,2,0.0935,0.0851,2,1,0
NCRB-SYNTH-102604,High Court,Trial Judgment,4,3,1,0,1,1,0,0,1,1,1,0,0.8064,1,119,1,1,0.1383,5,1.3667,166.01,1,47790.13,0.1469,1,1,0,0,5,0.2179,0.1216,5,1,1
NCRB-SYNTH-102608,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,1,0,1,1,1,1,1,0.568,1,110,0,0,0.0173,8,1.1426,120.72,1,138100.79,0.1581,0,0,1,0,2,0.0536,0.0488,2,1,0
NCRB-SYNTH-102613,High Court,Sec 482 CrPC (Quashing),1,2,2,0,1,1,1,1,1,1,1,0,0.9817,1,148,0,0,0.0304,2,1.1223,148.2,0,88805.17,0.1416,1,1,0,1,4,0.0358,0.0222,2,1,1
NCRB-SYNTH-102615,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,0,1,1,1,1,1,0.4644,1,80,0,0,0.1239,9,1.2653,169.9,0,97837.61,0.1661,0,0,1,1,4,0.0865,0.0537,2,1,0
NCRB-SYNTH-102618,High Court,Writ Petition (Detention),21,4,1,1,1,1,1,1,1,1,1,1,0.4279,1,123,0,0,0.034,9,1.0,118.6,0,110555.25,0.1689,0,0,1,0,36,0.2783,0.0771,4,1,0
NCRB-SYNTH-102620,Trial Court,Writ Petition (Detention),21,5,1,0,1,1,1,1,1,1,1,0,0.8748,0,26,0,0,0.1085,6,1.0,146.95,0,73902.63,0.0011,0,0,1,1,3,0.0585,0.0422,2,1,1
NCRB-SYNTH-102641,Trial Court,Trial Judgment,2,1,2,0,1,1,0,1,1,1,1,1,0.416,1,140,1,1,0.1248,8,1.0587,152.5,0,124084.89,0.1898,1,1,0,1,8,0.1894,0.0862,5,1,0
NCRB-SYNTH-102651,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,0,0,1,1,1,1,0.5343,1,71,0,0,0.1081,3,1.2891,90.6,0,133288.17,0.0946,1,1,0,1,2,0.0513,0.0467,2,1,0
NCRB-SYNTH-102659,High Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,1,1,1,1,1,1,0.7587,1,112,1,1,0.1154,2,1.0455,75.84,0,19038.52,0.0778,0,0,1,1,4,0.0565,0.0351,2,1,1
NCRB-SYNTH-102663,High Court,Writ Petition (Detention),1,3,2,0,1,1,0,0,1,1,1,0,0.7928,1,94,0,0,0.1224,9,1.0,60.12,1,70668.16,0.0731,0,0,1,1,4,0.0954,0.0593,2,1,1
NCRB-SYNTH-102666,Trial Court,Sec 482 CrPC (Quashing),45,3,2,0,1,1,1,0,1,1,1,1,0.983,1,84,1,1,0.0462,3,1.0223,123.47,0,62472.58,0.1311,1,1,0,0,10,0.1304,0.0544,5,1,1
NCRB-SYNTH-102670,Trial Court,Trial Judgment,1,3,1,0,1,1,0,1,1,1,1,0,0.6109,1,47,1,1,0.0847,9,1.0646,177.87,0,65840.81,0.1461,1,1,0,1,5,0.2271,0.1268,5,1,0
NCRB-SYNTH-102676,Trial Court,Writ Petition (Detention),7,4,1,0,1,1,1,1,1,1,1,1,0.5444,1,125,1,1,0.0134,9,1.0798,143.71,1,110770.78,0.0522,1,1,0,0,2,0.0566,0.0515,2,1,0
NCRB-SYNTH-102681,High Court,Writ Petition (Detention),1,2,2,0,1,1,0,0,1,1,1,1,0.6273,1,166,0,0,0.1022,2,1.0671,98.75,0,53379.51,0.0059,1,1,0,1,1,0.0176,0.0253,2,1,0
NCRB-SYNTH-102685,High Court,Sec 482 CrPC (Quashing),1,2,1,0,1,1,1,1,1,1,1,1,0.6601,1,144,0,0,0.077,7,1.0,168.34,0,75536.71,0.1811,0,0,1,1,9,0.1799,0.0781,5,1,0
NCRB-SYNTH-102698,High Court,Writ Petition (Detention),1,2,2,1,1,1,1,0,1,1,1,1,0.8665,1,137,1,1,0.0425,1,1.0613,177.04,0,62598.19,0.1267,1,1,0,1,11,0.1325,0.0533,5,1,1
NCRB-SYNTH-102708,Trial Court,Writ Petition (Detention),7,5,2,0,1,1,0,0,1,1,1,1,0.9393,1,25,1,1,0.0855,5,1.2492,106.91,0,146884.81,0.0477,0,0,1,0,1,0.0614,0.0885,2,1,1
NCRB-SYNTH-102710,High Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,0,0,1,1,1,1,0.9682,1,112,1,1,0.0478,4,1.0,104.18,0,124030.29,0.0596,1,1,0,1,24,0.3013,0.0936,4,1,1
NCRB-SYNTH-102713,High Court,Trial Judgment,21,1,1,0,1,1,0,0,1,1,1,0,0.6032,1,153,1,1,0.0004,8,1.0,86.29,1,139480.76,0.0913,1,1,0,1,9,0.0806,0.035,5,1,0
NCRB-SYNTH-102716,High Court,Sec 482 CrPC (Quashing),1,1,1,1,1,1,1,1,1,1,1,1,0.4798,1,117,0,0,0.0964,6,1.2823,178.68,1,146456.0,0.0397,1,1,0,0,8,0.1535,0.0699,5,1,0
NCRB-SYNTH-102726,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,0,0,1,1,1,0,0.8711,1,53,1,1,0.0,7,1.1299,138.98,1,101150.59,0.0671,1,1,0,1,44,0.258,0.0678,4,1,1
NCRB-SYNTH-102728,High Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,1,1,0,1,1,1,1,0.4616,1,15,0,1,0.077,8,1.0375,136.02,0,81980.24,0.0998,1,1,0,1,11,0.2053,0.0826,5,1,0
NCRB-SYNTH-102729,Trial Court,Sec 439 CrPC (Regular Bail),2,1,1,0,1,1,0,0,1,1,1,1,0.9383,1,42,1,1,0.0849,6,1.0,90.69,0,23828.42,0.0887,1,1,0,1,22,0.2523,0.0805,4,1,1
NCRB-SYNTH-102742,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,0,1,1,1,1,1,0.7854,1,100,0,0,0.1201,6,1.0,45.72,1,66794.79,0.1492,1,1,0,0,8,0.1035,0.0471,5,1,1
NCRB-SYNTH-102753,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,0,1,1,1,1,1,0.8471,1,33,0,1,0.0,8,1.1472,153.14,0,27582.12,0.0951,1,1,0,0,25,0.3085,0.0947,4,1,1
NCRB-SYNTH-102754,Trial Court,Writ Petition (Detention),4,1,2,0,1,1,0,0,1,1,1,0,0.739,1,171,0,0,0.172,4,1.1634,134.45,1,92269.1,0.1021,1,1,0,1,4,0.0684,0.0425,2,1,1
NCRB-SYNTH-102756,Trial Court,Writ Petition (Detention),1,5,1,0,1,1,0,0,1,1,1,0,0.4438,1,123,0,0,0.1489,6,1.0369,48.68,0,135987.15,0.0475,1,1,0,0,13,0.1812,0.0687,4,1,0
NCRB-SYNTH-102768,Trial Court,Writ Petition (Detention),7,2,2,0,1,1,1,1,1,1,1,1,0.9629,0,165,0,0,0.1581,1,1.244,135.87,0,119907.25,0.0348,1,1,0,0,2,0.0344,0.0313,2,1,1
NCRB-SYNTH-102772,Trial Court,Writ Petition (Detention),2,3,1,0,1,1,1,0,1,1,1,1,0.6426,1,31,0,0,0.0856,4,1.0,112.93,0,82307.44,0.1199,0,0,1,0,9,0.1347,0.0585,5,1,0
NCRB-SYNTH-102780,High Court,Writ Petition (Detention),1,5,2,0,1,1,0,0,1,1,1,1,0.5422,1,71,1,1,0.0676,9,1.2926,64.72,1,29014.15,0.0769,1,1,0,1,2,0.0177,0.0161,2,1,0
NCRB-SYNTH-102786,Trial Court,Writ Petition (Detention),1,4,2,1,1,1,1,0,1,1,1,1,0.6495,1,31,0,0,0.0457,9,1.3489,138.91,0,102536.05,0.0964,1,1,0,1,11,0.1687,0.0679,5,1,0
NCRB-SYNTH-102794,Trial Court,Sec 482 CrPC (Quashing),2,4,2,0,1,1,0,0,1,1,1,1,0.5323,1,67,0,0,0.088,8,1.0376,119.21,0,76271.32,0.0983,1,1,0,1,2,0.044,0.0401,2,1,0
NCRB-SYNTH-102811,Trial Court,Writ Petition (Detention),2,5,2,0,1,1,1,0,1,1,1,0,0.5256,1,158,1,1,0.0864,4,1.0783,95.58,0,121582.33,0.1555,1,1,0,1,10,0.0584,0.0244,5,1,0
NCRB-SYNTH-102822,High Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,0,0,1,1,1,0,0.7106,1,74,1,1,0.0613,7,1.2549,155.22,0,144222.44,0.1383,1,1,0,0,10,0.0732,0.0305,5,1,1
NCRB-SYNTH-102824,High Court,Writ Petition (Detention),7,1,1,0,1,1,0,1,1,1,1,0,0.7559,0,91,1,1,0.1495,7,1.1459,81.11,0,39950.37,0.0129,1,1,0,1,7,0.0946,0.0455,5,1,1
NCRB-SYNTH-102825,Trial Court,Sec 439 CrPC (Regular Bail),2,4,1,0,1,1,1,0,1,1,1,0,0.5705,0,60,0,0,0.1177,5,1.0709,79.28,0,136588.11,0.1204,0,0,1,1,8,0.1335,0.0608,5,1,0
NCRB-SYNTH-102834,High Court,Trial Judgment,4,3,1,0,1,1,1,0,1,1,1,1,0.6907,1,94,0,0,0.0744,2,1.1473,42.75,0,145331.05,0.1228,1,1,0,0,8,0.1222,0.0556,5,1,0
NCRB-SYNTH-102848,Trial Court,Sec 439 CrPC (Regular Bail),4,5,1,1,1,1,1,1,1,1,1,0,0.4022,0,170,1,1,0.0223,8,1.0,173.68,0,127027.92,0.1685,0,0,1,1,28,0.1657,0.0492,4,1,0
NCRB-SYNTH-102852,High Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,0,0,1,1,1,1,0.8951,1,73,0,0,0.0901,4,1.1869,175.26,1,117687.96,0.0009,1,1,0,1,4,0.1022,0.0635,5,1,1
NCRB-SYNTH-102857,Trial Court,Trial Judgment,21,2,1,0,1,1,1,1,1,1,1,1,0.3882,0,66,0,0,0.0627,7,1.0412,132.99,1,82029.14,0.0772,1,1,0,1,16,0.2152,0.076,4,1,0
NCRB-SYNTH-102862,Trial Court,Writ Petition (Detention),1,2,1,0,1,1,1,1,1,1,1,0,0.9617,1,113,0,0,0.0593,5,1.2019,96.63,0,43628.31,0.1406,1,1,0,1,1,0.0466,0.0672,2,1,1
NCRB-SYNTH-102869,Trial Court,Trial Judgment,2,4,2,0,1,1,1,1,1,1,1,1,0.633,0,109,0,0,0.0347,9,1.0823,39.09,0,103894.95,0.1496,1,1,0,1,3,0.0592,0.0427,2,1,0
NCRB-SYNTH-102878,Trial Court,Sec 439 CrPC (Regular Bail),4,4,2,0,1,1,1,0,1,1,1,1,0.4195,1,88,0,0,0.1475,3,1.0978,141.54,0,96838.24,0.0196,1,1,0,1,3,0.072,0.052,2,1,0
NCRB-SYNTH-102881,Trial Court,Sec 439 CrPC (Regular Bail),4,5,1,0,1,1,1,1,1,1,1,1,0.5849,1,149,0,0,0.1596,4,1.1533,128.01,0,64424.58,0.0087,1,1,0,0,3,0.0761,0.0549,2,1,0
NCRB-SYNTH-102883,High Court,Writ Petition (Detention),1,1,2,1,1,1,1,0,1,1,1,0,0.4367,1,26,0,0,0.0329,6,1.1984,45.57,0,91481.94,0.144,1,1,0,0,2,0.0449,0.0409,2,1,0
NCRB-SYNTH-102891,High Court,Sec 482 CrPC (Quashing),1,2,1,0,1,1,0,0,1,1,1,1,0.5227,1,108,0,0,0.1662,8,1.1867,147.73,0,104574.57,0.0969,0,0,1,0,3,0.0498,0.0359,2,1,0
NCRB-SYNTH-102898,Trial Court,Sec 439 CrPC (Regular Bail),2,3,2,0,1,1,1,0,1,1,1,1,0.8769,1,180,0,0,0.1346,1,1.2266,41.03,0,128071.51,0.1341,1,1,0,0,2,0.0507,0.0461,2,1,1
NCRB-SYNTH-102908,Trial Court,Sec 439 CrPC (Regular Bail),45,2,1,0,1,1,1,1,1,1,1,1,0.9547,0,112,0,1,0.1028,9,1.0949,175.14,1,145935.23,0.0289,1,1,0,1,10,0.1414,0.059,5,1,1
NCRB-SYNTH-102909,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,1,0,1,1,1,1,0,0.8823,0,98,0,0,0.078,1,1.0,118.65,0,114332.27,0.1218,1,1,0,1,25,0.1921,0.059,4,1,1
NCRB-SYNTH-102910,Trial Court,Writ Petition (Detention),1,1,2,1,1,1,1,0,1,1,1,0,0.6675,1,156,1,0,0.0874,9,1.0901,122.73,0,121404.26,0.0814,1,1,0,0,3,0.0154,0.0111,2,1,0
NCRB-SYNTH-102911,High Court,Writ Petition (Detention),2,5,1,0,1,1,1,0,1,1,1,1,0.8598,1,60,1,1,0.0577,6,1.0,170.84,0,109555.45,0.0112,1,1,0,1,8,0.1048,0.0477,5,1,1
NCRB-SYNTH-102915,Trial Court,Sec 482 CrPC (Quashing),2,3,2,0,1,1,1,0,1,1,1,1,0.4783,0,147,0,0,0.0594,3,1.1236,161.66,0,19265.94,0.1458,1,1,0,0,5,0.0941,0.0525,5,1,0
NCRB-SYNTH-102920,High Court,Writ Petition (Detention),1,4,2,0,1,1,1,0,1,1,1,1,0.7409,1,179,0,1,0.1114,7,1.0147,126.77,0,15391.72,0.0883,1,1,0,1,4,0.0828,0.0514,2,1,1
NCRB-SYNTH-102921,Trial Court,Writ Petition (Detention),4,4,1,0,1,1,1,0,1,1,1,0,0.6328,1,51,0,0,0.1015,5,1.0,49.76,0,143549.71,0.0333,0,0,1,0,41,0.0868,0.0232,4,1,0
NCRB-SYNTH-102941,Trial Court,Writ Petition (Detention),1,2,1,0,1,1,1,1,1,1,1,1,0.4443,1,115,0,1,0.1013,3,1.0,131.96,0,46050.96,0.0137,0,0,1,0,2,0.0875,0.0796,2,1,0
NCRB-SYNTH-102943,Trial Court,Writ Petition (Detention),7,1,2,0,1,1,0,1,1,1,1,0,0.719,0,62,0,0,0.0143,4,1.0,150.89,0,93215.13,0.1228,1,1,0,1,5,0.1612,0.09,5,1,1
NCRB-SYNTH-102959,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,0,1,1,1,1,0,0.3865,1,119,1,0,0.1596,7,1.0,128.14,1,58794.64,0.0812,1,1,0,0,2,0.0996,0.0907,2,1,0
NCRB-SYNTH-102962,Trial Court,Writ Petition (Detention),1,1,1,0,1,1,1,0,1,1,1,1,0.7698,1,124,0,0,0.0899,4,1.2153,97.5,0,35229.61,0.0896,1,1,0,1,5,0.2375,0.1326,5,1,1
NCRB-SYNTH-102963,High Court,Trial Judgment,1,2,2,1,1,1,1,0,1,1,1,1,0.8415,1,62,0,1,0.0,8,1.1024,142.83,1,62161.29,0.0691,0,0,1,1,4,0.1051,0.0653,5,1,1
NCRB-SYNTH-102982,Trial Court,Sec 439 CrPC (Regular Bail),2,1,1,0,1,1,1,0,1,1,1,0,0.6476,1,51,0,0,0.1538,5,1.0976,82.99,0,35644.41,0.0446,0,0,1,1,4,0.0309,0.0192,2,1,0
NCRB-SYNTH-102998,Trial Court,Sec 439 CrPC (Regular Bail),27,2,2,0,1,1,0,1,1,1,1,1,0.4737,1,100,0,1,0.1065,9,1.0163,162.06,0,33262.05,0.1331,0,0,1,1,1,0.0713,0.1028,2,1,0
NCRB-SYNTH-102999,High Court,Writ Petition (Detention),4,4,1,0,1,1,1,0,1,1,1,0,0.6664,1,164,1,1,0.0,1,1.0414,91.94,0,112751.67,0.0389,1,1,0,1,34,0.2062,0.058,4,1,0
NCRB-SYNTH-103003,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,0,1,1,1,1,0,0.6387,1,65,0,1,0.1152,9,1.0,169.02,0,71155.09,0.1191,1,1,0,1,33,0.0944,0.0268,4,1,0
NCRB-SYNTH-103012,High Court,Sec 482 CrPC (Quashing),1,3,2,0,1,1,1,1,1,1,1,1,0.7965,1,86,0,0,0.0409,4,1.0797,39.38,0,25167.72,0.1562,1,1,0,0,7,0.2023,0.0973,5,1,1
NCRB-SYNTH-103013,Trial Court,Trial Judgment,1,5,2,0,1,1,1,0,1,1,1,1,0.9567,1,54,0,0,0.2077,7,1.1485,120.1,0,85161.46,0.0715,0,0,1,0,4,0.0348,0.0216,2,1,1
NCRB-SYNTH-103016,Trial Court,Sec 439 CrPC (Regular Bail),4,1,2,0,1,1,1,0,1,1,1,1,0.9168,1,101,0,0,0.1176,2,1.0433,65.39,0,132113.55,0.1068,1,1,0,1,7,0.0798,0.0384,5,1,1
NCRB-SYNTH-103021,High Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,0,0,1,1,1,1,0.5247,1,39,0,1,0.091,8,1.065,84.63,1,43307.97,0.1993,1,1,0,1,21,0.1757,0.0569,4,1,0
NCRB-SYNTH-103024,High Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,1,1,1,1,1,1,0.5668,1,112,0,1,0.156,9,1.1331,137.08,1,47353.14,0.1178,0,0,1,1,41,0.1356,0.0363,4,1,0
NCRB-SYNTH-103035,Trial Court,Writ Petition (Detention),2,4,1,0,1,1,0,1,1,1,1,1,0.5056,0,119,0,0,0.0817,5,1.1874,111.28,0,87382.51,0.0402,1,1,0,1,6,0.1818,0.0934,5,1,0
NCRB-SYNTH-103036,Trial Court,Writ Petition (Detention),1,2,2,0,1,1,1,1,1,1,1,1,0.908,1,101,0,0,0.0801,2,1.0086,178.42,0,124927.52,0.0356,1,1,0,1,45,0.0838,0.0219,4,1,1
NCRB-SYNTH-103048,High Court,Sec 439 CrPC (Regular Bail),27,4,1,0,1,1,1,0,1,1,1,1,0.6296,1,161,0,0,0.139,2,1.0,136.32,0,31856.18,0.0411,0,0,1,1,8,0.1264,0.0575,5,1,0
NCRB-SYNTH-103050,Trial Court,Writ Petition (Detention),1,4,1,0,1,1,1,0,1,1,1,1,0.7085,1,161,0,0,0.1037,4,1.3079,145.38,1,94385.3,0.1992,1,1,0,1,4,0.0246,0.0153,2,1,1
NCRB-SYNTH-103051,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,1,0,1,1,1,0,0.8565,1,89,1,1,0.0084,8,1.0,115.14,0,45869.6,0.0858,1,1,0,0,1,0.0192,0.0277,2,1,1
NCRB-SYNTH-103053,High Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,0,1,1,1,0,0.8949,1,102,1,1,0.1169,1,1.2183,50.23,1,56560.43,0.026,0,0,1,0,3,0.0815,0.0588,2,1,1
NCRB-SYNTH-103054,High Court,Writ Petition (Detention),1,2,1,0,1,1,0,0,1,1,1,1,0.8454,0,126,1,0,0.1366,2,1.0,130.06,0,49913.08,0.1758,1,1,0,0,11,0.1101,0.0443,5,1,1
NCRB-SYNTH-103061,High Court,Sec 439 CrPC (Regular Bail),4,1,2,0,1,1,1,0,1,1,1,1,0.5384,1,78,1,1,0.0656,2,1.0853,56.76,1,98146.47,0.1277,1,1,0,1,5,0.2262,0.1263,5,1,0
NCRB-SYNTH-103066,High Court,Trial Judgment,2,3,2,0,1,1,1,0,1,1,1,1,0.8544,1,123,0,0,0.0659,3,1.0816,170.36,1,131086.08,0.0332,0,0,1,0,3,0.029,0.0209,2,1,1
NCRB-SYNTH-103069,High Court,Writ Petition (Detention),2,3,2,0,1,1,0,1,1,1,1,1,0.5689,1,49,1,1,0.0619,9,1.0,146.59,0,67781.27,0.1248,0,0,1,1,9,0.1527,0.0663,5,1,0
NCRB-SYNTH-103073,High Court,Writ Petition (Detention),1,3,2,0,1,1,1,0,1,1,1,0,0.9263,1,179,0,1,0.0121,6,1.0366,55.45,0,116254.09,0.1349,1,1,0,1,6,0.1038,0.0533,5,1,1
NCRB-SYNTH-103074,High Court,Writ Petition (Detention),1,1,1,0,1,1,1,0,1,1,1,1,0.8136,1,77,1,0,0.0402,7,1.1655,54.81,0,80914.29,0.0368,1,1,0,0,4,0.0132,0.0082,2,1,1
NCRB-SYNTH-103083,Trial Court,Writ Petition (Detention),2,3,1,0,1,1,1,0,1,1,1,1,0.5054,1,64,0,0,0.0934,7,1.256,33.88,0,44862.94,0.0876,1,1,0,0,1,0.068,0.0981,2,1,0
NCRB-SYNTH-103090,Trial Court,Writ Petition (Detention),4,5,1,0,1,1,1,0,1,1,1,1,0.5215,0,46,0,0,0.0687,8,1.105,37.4,1,139772.2,0.0521,1,1,0,1,44,0.191,0.0502,4,1,0
NCRB-SYNTH-103105,High Court,Writ Petition (Detention),1,5,1,0,1,1,0,0,1,1,1,1,0.5101,1,20,0,0,0.1838,7,1.1082,89.57,0,39418.76,0.0673,1,1,0,0,4,0.0456,0.0283,2,1,0
NCRB-SYNTH-103112,High Court,Sec 482 CrPC (Quashing),1,3,1,1,1,1,0,0,1,1,1,1,0.7423,0,22,1,1,0.1335,5,1.0927,130.8,0,51264.09,0.1782,1,1,0,0,8,0.1895,0.0863,5,1,1
NCRB-SYNTH-103119,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,1,0,1,1,1,1,0.6761,1,74,0,1,0.1517,4,1.1705,52.02,0,69593.0,0.0726,1,1,0,1,2,0.087,0.0792,2,1,0
NCRB-SYNTH-103120,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,0,1,1,1,1,0,0.7045,1,44,1,1,0.0352,4,1.0487,64.56,0,110774.74,0.0525,1,1,0,0,1,0.0883,0.1274,2,1,1
NCRB-SYNTH-103121,High Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,1,1,1,1,1,0,0.6089,0,26,0,0,0.0878,1,1.1966,177.76,0,58978.86,0.1048,1,1,0,0,1,0.0407,0.0587,2,1,0
NCRB-SYNTH-103122,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,0,0,1,1,1,1,0.562,1,30,0,0,0.0422,5,1.1916,101.12,1,79515.0,0.1039,1,1,0,0,8,0.2102,0.0957,5,1,0
NCRB-SYNTH-103135,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,1,1,0,1,1,1,1,0.9482,1,173,1,1,0.0806,7,1.1253,120.82,0,15021.65,0.075,1,1,0,0,1,0.0698,0.1007,2,1,1
NCRB-SYNTH-103145,High Court,Writ Petition (Detention),2,2,1,0,1,1,0,0,1,1,1,1,0.6014,1,85,0,0,0.0861,6,1.021,62.4,1,60703.98,0.0807,1,1,0,1,8,0.1013,0.0461,5,1,0
NCRB-SYNTH-103152,Supreme Court,Sec 439 CrPC (Regular Bail),2,4,1,0,1,1,0,0,1,1,1,1,0.5534,1,83,1,1,0.1852,3,1.1593,137.06,0,52485.3,0.1451,0,0,1,0,2,0.0562,0.0512,2,1,0
NCRB-SYNTH-103160,High Court,Writ Petition (Detention),1,2,1,0,1,1,1,0,1,1,1,1,0.8198,1,165,0,0,0.1639,7,1.1064,149.15,1,58427.15,0.1157,1,1,0,1,18,0.2467,0.0838,4,1,1
NCRB-SYNTH-103163,High Court,Writ Petition (Detention),1,1,1,0,1,1,0,0,1,1,1,0,0.7477,1,130,0,0,0.11,4,1.0594,113.58,0,139505.42,0.0693,1,1,0,0,16,0.2418,0.0853,4,1,1
NCRB-SYNTH-103172,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,1,0,1,1,1,1,0.5887,1,171,1,1,0.0716,8,1.0793,34.84,1,42945.92,0.0111,1,1,0,1,31,0.1715,0.0495,4,1,0
NCRB-SYNTH-103182,High Court,Writ Petition (Detention),1,1,2,0,1,1,1,0,1,1,1,0,0.9203,0,103,0,1,0.0765,8,1.3314,71.16,0,115211.48,0.1647,1,1,0,1,4,0.0529,0.0329,2,1,1
NCRB-SYNTH-103183,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,1,1,1,1,1,0,0.8959,1,151,0,0,0.0953,7,1.1466,140.45,0,23290.55,0.0009,1,1,0,0,10,0.0794,0.0331,5,1,1
NCRB-SYNTH-103184,High Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,1,0,1,1,1,1,0.4466,0,56,0,0,0.0405,3,1.0,102.79,0,99975.77,0.124,1,1,0,0,4,0.0884,0.0549,2,1,0
NCRB-SYNTH-103191,Trial Court,Trial Judgment,1,2,2,0,1,1,1,0,1,1,1,1,0.5939,1,176,0,0,0.0908,4,1.0294,176.38,0,124528.41,0.036,1,1,0,1,6,0.2451,0.1259,5,1,0
NCRB-SYNTH-103194,Trial Court,Writ Petition (Detention),7,3,1,0,1,1,1,0,1,1,1,1,0.7911,0,144,0,0,0.1038,4,1.2021,65.18,0,104718.42,0.149,0,0,1,0,3,0.0593,0.0428,2,1,1
NCRB-SYNTH-103215,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,0,0,1,1,1,1,0.7364,1,79,1,1,0.0688,5,1.1186,135.49,0,106526.63,0.1471,1,1,0,1,1,0.0259,0.0373,2,1,1
NCRB-SYNTH-103227,Trial Court,Sec 482 CrPC (Quashing),7,2,2,0,1,1,0,0,1,1,1,0,0.621,1,74,0,0,0.1016,1,1.211,72.31,0,124972.76,0.1045,1,1,0,1,1,0.0113,0.0163,2,1,0
NCRB-SYNTH-103230,High Court,Sec 439 CrPC (Regular Bail),2,4,1,0,1,1,0,1,1,1,1,0,0.418,0,50,1,1,0.0909,7,1.1882,139.06,0,73169.97,0.1762,1,1,0,1,2,0.0879,0.0801,2,1,0
NCRB-SYNTH-103233,High Court,Writ Petition (Detention),2,2,1,0,1,1,0,1,1,1,1,1,0.676,1,106,0,1,0.1515,8,1.2278,86.8,0,90421.3,0.1427,1,1,0,1,4,0.1276,0.0793,5,1,0
